ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,manager,2017,2018,2019,2020,2021,2022,all
168002.SZ,国寿精选LOF,国寿安保基金,20170927,混合型,灵活配置型,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,0.6,0.1,3.19,20211231,吴坚,0.018799999999999928,-0.06971035837015215,0.39755185771585394,0.9817015207456286,0.1243154662154839,-0.09350446255813423,1.67419708
501303.SH,恒生中型股LOF,广发基金,20170921,股票型,被动指数型,人民币计价的恒生综合中型股指数收益率*95%+人民币活期存款收益率(税后)*5%,0.5,0.1,0.25,20211231,刘杰,0.0047999999999999154,-0.19386942675159224,0.17532223751720685,0.13362436115843265,-0.11618296233680853,-0.05334750265674805,-0.10919999999999996
501043.SH,沪深300LOF,汇添富基金,20170906,股票型,被动指数型,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,3.19,20211231,董瑾,0.03259999999999996,-0.21286073987991477,0.3863664328780609,0.3700186385018195,0.0016843741902046745,-0.07165955245117062,0.4354
501045.SH,沪深300LOFC,汇添富基金,20170906,股票型,被动指数型,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,0.78,20211231,董瑾,0.03259999999999996,-0.21371162970853094,0.3844069466683091,0.3665480427046262,-0.0007812500000000585,-0.07186604117800355,0.4245000000000001
512200.SH,房地产ETF,南方基金,20170825,股票型,被动指数型,中证全指房地产指数收益率,0.5,0.1,21.55,20211231,罗文杰,-0.030100000000000016,-0.2698969072164948,0.29444993644965406,-0.0653502072878027,-0.06046457336290425,-0.015529879488135117,-0.2076
501038.SH,银华明择,银华基金,20170811,混合型,混合型,沪深300指数收益率*55%+中国债券总指数收益率*45%,1.5,0.25,5.36,20211231,倪明 苏静然,0.13139999999999996,-0.23588157313300923,0.5278131143749276,0.8229505714934526,-0.0060208445791637075,-0.06963823209959064,1.2271
160924.SZ,恒生指数LOF,大成基金,20170810,股票型,被动指数型,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,1.0,0.2,0.79,20211231,冉凌浩,0.04800000000000004,-0.09732824427480924,0.1155080213903742,-0.07190795781399804,-0.14669421487603307,0.006053268765133178,-0.16900000000000004
501037.SH,中证500LOFC,汇添富基金,20170810,股票型,被动指数型,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,1.37,20211231,吴振翔,-0.04959999999999998,-0.2998421883219359,0.2758827948910593,0.2766458603226948,0.2031365313653136,-0.0989878852936666,0.17510000000000003
501036.SH,中证500LOF,汇添富基金,20170810,股票型,被动指数型,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,2.67,20211231,吴振翔,-0.04920000000000002,-0.2982437690608897,0.2789268585131893,0.27985468182350887,0.20611665598388412,-0.09877011843303969,0.18710000000000004
512400.SH,有色金属ETF,南方基金,20170803,股票型,被动指数型,中证申万有色金属指数收益率,0.5,0.1,37.48,20211231,崔蕾,-0.06120000000000003,-0.39667660843630165,0.28354519774011294,0.4053645116918846,0.32171870412058334,-0.10737559241706163,0.20540000000000003
166023.SZ,中欧瑞丰LOF,中欧基金,20170731,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,39.23,20211231,周蔚文,0.05909999999999993,-0.22311396468699837,0.5987361769352293,0.5289268014594102,-0.029197077679199768,-0.08791781419410163,0.78104793
512570.SH,证券ETF易方达,易方达基金,20170727,股票型,被动指数型,中证全指证券公司指数,0.5,0.1,1.24,20211231,余海燕 张湛,-0.09440000000000004,-0.24823165340406722,0.4503009837028336,0.21178376189512052,-0.030743525480367722,-0.08352008274435442,0.06329999999999991
161038.SZ,成长LOF,富国基金,20170721,混合型,混合型,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,0.9,0.25,1.13,20211231,王保合,0.02190000000000003,-0.26487279843444234,0.2966067864271459,0.33292282430213455,0.21758546350477362,-0.09017326419628167,0.4388000000000001
501302.SH,恒生指数基金LOF,南方基金,20170721,股票型,被动指数型,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,1.18,20211231,罗文杰,0.0815999999999999,-0.0721296296296297,0.13495754144763453,-0.06787209405896504,-0.11772575250836119,0.010722408751218477,-0.06679999999999997
512800.SH,银行ETF,华宝基金,20170718,股票型,被动指数型,中证银行指数,0.5,0.1,99.15,20211231,胡洁,0.01629999999999998,-0.12079480621680101,0.26762139181024835,0.008031774051191426,-0.00954382278259339,0.02563649222065056,0.1601999999999999
159955.SZ,创业板ETF嘉实,嘉实基金,20170714,股票型,被动指数型,创业板指数收益率,0.5,0.1,0.15,20211231,李直 高峰,-0.04859999999999998,-0.2904072208228379,0.4272418377899247,0.6579029086015941,0.11700068677030656,-0.12525850986529538,0.565
512560.SH,军工ETF易方达,易方达基金,20170714,股票型,被动指数型,中证军工指数,0.5,0.1,6.13,20211231,余海燕 张湛,-0.05810000000000004,-0.27895855472901165,0.2036192437840225,0.7720327588314386,0.18314133958750092,-0.1773554104477612,0.41100000000000003
512550.SH,A50ETF基金,嘉实基金,20170703,股票型,被动指数型,富时中国A50指数收益率,0.5,0.1,3.05,20211231,刘珈吟 高峰,0.11149999999999993,-0.19762525861293506,0.4566752606210067,0.3609849942285493,-0.08747031550378834,-0.057438503005142694,0.5212000000000001
161715.SZ,大宗商品LOF,招商基金,20170629,股票型,被动指数型,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,0.75,0.15,2.24,20211231,侯昊,0.10546874999999988,-0.36557811120917916,0.2633333333333333,0.23889621811785405,0.43136036915431714,-0.06441413515189082,0.4737304687500001
512700.SH,银行ETF基金,南方基金,20170628,股票型,被动指数型,中证银行指数收益率,0.5,0.1,25.07,20211231,孙伟,0.034499999999999975,-0.1077815369743837,0.3436247427147654,0.06225934854470691,-0.0007540225548104942,0.028003690589427678,0.35339444
161130.SZ,纳斯达克100LOF,易方达基金,20170623,股票型,被动指数型,纳斯达克100指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,9.67,20211231,范冰,0.04810000000000003,0.029072538366218637,0.38480186480186485,0.3363856719633718,0.22213825070536078,-0.14428824669167667,1.0756999999999999
160643.SZ,空天军工LOF,鹏华基金,20170613,股票型,被动指数型,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.15,10.46,20211231,陈龙,-0.07189999999999996,-0.2754574811625404,0.23277909738717348,0.8978805394990367,0.19079949238578678,-0.20003197101294823,0.5013000000000001
159951.SZ,中关村ETF,嘉实基金,20170607,股票型,被动指数型,中关村A股指数收益率,0.5,0.1,0.05,20211231,刘珈吟 高峰,-0.022399999999999975,-0.3410923940786116,0.298131851165663,0.1697193149381542,0.04900864260294867,-0.08539304061258124,-0.056400000000000006
160324.SZ,华夏磐晟LOF,华夏基金,20170531,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,1.5,0.25,1.07,20211231,董阳阳,-0.049000000000000044,-0.16927767847755223,0.4326752720830171,0.7207843830050347,0.1769929675068015,-0.09110733132714025,1.084
163111.SZ,申万中小LOF,申万菱信基金,20170509,股票型,被动指数型,中小企业100指数收益率*95%+银行同业存款利率*5%,1.0,0.22,1.44,20211231,王赟杰,0.15944399018806216,-0.345262230057294,0.3983575659666127,0.4529700587272554,0.10170951497482107,-0.08468154207012692,0.5554987735077678
166402.SZ,基本面100LOF,浦银安盛基金,20170427,股票型,被动指数型,中证锐联沪港深基本面100指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.22,0.18,20211231,陈士俊,0.08600000000000008,-0.08703652589934678,0.14978688857316821,-0.1256840247131509,-0.04270139309509389,0.04207529262891483,-0.011800000000000033
161037.SZ,高端制造LOF,富国基金,20170427,股票型,增强指数型,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.2,0.2,1.47,20211231,牛志冬 蔡卡尔,0.15690000000000004,-0.3258766626360338,0.5942696341775389,0.5917843388960206,0.1667842741935485,-0.1202643742710268,1.0365000000000002
501016.SH,券商基金LOF,国泰基金,20170427,股票型,被动指数型,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,22.65,20211231,艾小军,-0.04090000000000005,-0.2296705587989992,0.5029097306807417,0.14723097703737054,-0.024411302982731652,-0.07844557084238468,0.14539999999999997
167003.SZ,鼎弘LOF,平安基金,20170426,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*20%,1.2,0.25,0.08,20211231,苏宁,0.019600000000000062,-0.0009808729769495948,0.057541241162607996,0.026740947075208858,0.006782419967444441,-0.019671247642145003,0.09139999999999993
159952.SZ,创业板ETF广发,广发基金,20170425,股票型,被动指数型,创业板指数收益率,0.15,0.05,13.78,20211231,刘杰,-0.010800000000000032,-0.27097230644835246,0.4441979758768889,0.6565229912642795,0.12841910060268893,-0.12438373048479867,0.7050000000000001
501301.SH,香港大盘LOF,华宝基金,20170420,股票型,被动指数型,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.15,1.51,20211231,周晶,0.17209999999999992,-0.07805835181709599,0.1629873179896665,-0.0652665589660743,-0.16807811959903216,0.004362729822374552,-0.03310000000000002
160723.SZ,嘉实原油LOF,嘉实基金,20170420,股票型,股票型,WTI原油价格收益率*100%,1.0,0.28,2.93,20211231,刘志刚 蒋一茜,0.1016999999999999,-0.12995734640166992,0.3140751815463476,-0.4554246241365298,0.5381286375167884,0.11875424468807613,0.1531
161631.SZ,人工智能LOF,融通基金,20170410,股票型,被动指数型,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.8,0.15,6.37,20211231,何天翔,0.04069999999999996,-0.30515800595523956,0.5912923289564616,0.26752366889603063,0.10628383471527446,-0.09421456888007936,0.46229999999999993
501019.SH,军工基金LOF,国泰基金,20170329,股票型,被动指数型,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,11.15,20211231,艾小军,-0.1884,-0.2591177920157714,0.35905538000997855,0.6322809593734704,0.21245970462553404,-0.16280220119953,0.3540000000000001
161036.SZ,娱乐增强LOF,富国基金,20170313,股票型,增强指数型,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.2,0.25,0.93,20211231,牛志冬,-0.1532,-0.3225159310833136,0.22247347364759093,0.17928286852589642,-0.06394787644787638,-0.10427945346738861,-0.30510000000000004
512900.SH,证券ETF基金,南方基金,20170310,股票型,被动指数型,中证全指证券公司指数收益率,0.5,0.1,88.33,20211231,孙伟,-0.08889999999999998,-0.2430860403863038,0.4664346817456867,0.1960648605892821,-0.03505001239976853,-0.08386875696050723,0.0693999999999999
501027.SH,国泰融信LOF,国泰基金,20170302,混合型,灵活配置型,沪深300指数收益率*60%+中证综合债指数收益率*40%,0.9,0.25,10.22,20211231,戴计辉,0.04919999999999991,0.00762558383376228,0.04150656637335608,0.06479976816919397,0.07746162346757021,-0.015078307427496393,0.24384816999999992
162719.SZ,石油LOF,广发基金,20170228,股票型,被动指数型,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%,1.0,0.3,2.63,20211231,刘杰,0.03249999999999997,-0.15204338562851047,0.09515032830319088,-0.19638161354791203,0.680759162303665,0.14173350985125763,0.46609999999999996
501032.SH,财通福盛混合LOF,财通基金,20170125,混合型,混合型,沪深300指数收益率*70%+中债综合全价指数收益率*30%,1.5,0.25,0.7,20211231,夏钦,-0.00770000000000004,-0.2600020155195002,0.045070806100217735,0.5017589576547233,0.26114870727051875,-0.05792515134837648,0.36939999999999995
512580.SH,碳中和龙头ETF,广发基金,20170125,股票型,被动指数型,中证环保产业指数收益率,0.5,0.1,29.26,20211231,霍华明,-0.0026000000000000467,-0.34880224516387687,0.2119113573407201,0.5752380952380952,0.46166868198307137,-0.11090889035958518,0.6121000000000001
161233.SZ,国投瑞泰LOF,国投瑞银基金,20170123,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,5.45,20211231,吴潇,0.0051000000000001044,-0.0858706467661691,0.23503156978010026,0.237285147642133,0.09154377716036195,-0.016316407779663172,0.5072000000000001
501029.SH,红利基金LOF,华宝基金,20170118,股票型,被动指数型,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,0.75,0.15,9.82,20211231,胡洁,0.09169999999999989,-0.20846308847774328,0.1920653205276558,0.09480091810885803,0.23726187477530705,-0.041255345322031796,0.33787042999999994
513050.SH,中概互联网ETF,易方达基金,20170104,股票型,被动指数型,中证海外中国互联网50指数,0.6,0.25,326.53,20211231,余海燕 范冰,0.4981,-0.2938859965291683,0.32367829021372324,0.4622193895616458,-0.4117105772956219,-0.04149172635218573,0.1642999999999999
168401.SZ,红土创新精选LOF,红土创新基金,20161230,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,1.08,20211231,朱然 盖俊龙,0.02279999999999993,-0.0479030208231498,0.3896303901437371,0.6224602881418547,0.4284608378870672,-0.15690650004781792,1.6446999999999998
501012.SH,中药基金LOFC,汇添富基金,20161229,股票型,被动指数型,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,3.42,20211231,过蓓蓓,0.006387225548902157,-0.2698680424645302,0.05501969841054202,0.20332217357713114,0.39004815409309784,-0.14280215550423403,0.11127744510978037
501031.SH,环境治理LOFC,汇添富基金,20161229,股票型,被动指数型,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.1,2.09,20211231,赖中立,-0.06970697069706969,-0.4383193638512787,0.06412710566615616,-0.014930742939377541,0.22059897735573417,-0.0993417115499701,-0.397939793979398
501011.SH,中药基金LOF,汇添富基金,20161229,股票型,被动指数型,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,8.34,20211231,过蓓蓓,0.008682634730538851,-0.2683627004553554,0.057486811849046526,0.2083653108211818,0.3955753149147878,-0.14252123786407764,0.12824351297405195
501030.SH,环境治理LOF,汇添富基金,20161229,股票型,被动指数型,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.0,0.1,4.42,20211231,赖中立,-0.07210721072107217,-0.4372373666630751,0.06590038314176243,-0.011143062544931673,0.22555434387495454,-0.09906569776064061,-0.3924392439243924
160323.SZ,华夏磐泰LOF,华夏基金,20161226,混合型,混合型,上证国债指数收益率*70%+沪深300指数收益率*30%,1.0,0.2,8.51,20211231,张城源,0.016891554222888693,-0.05357845064884005,0.07833766233766236,0.14712400038539364,0.13052242566773054,-0.023997028231797914,0.3130434782608697
501009.SH,生物科技LOF,汇添富基金,20161222,股票型,被动指数型,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,20.45,20211231,过蓓蓓,0.14924181963288105,-0.2468310470567806,0.5315273775216137,0.8601535450850519,-0.14056809905316822,-0.15070621468926557,0.7995810055865923
501007.SH,互联网医疗LOF,汇添富基金,20161222,股票型,被动指数型,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,0.48,20211231,吴振翔,-0.08110821120256975,-0.17737704918032787,0.3408607863974496,0.1720824252030909,0.06263206829515684,-0.14953865733375768,0.0732784581409355
501008.SH,互联网医疗LOFC,汇添富基金,20161222,股票型,被动指数型,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,0.23,20211231,吴振翔,-0.0839273165344845,-0.17837956364433732,0.33684631803628595,0.16724877756710904,0.05830554843122172,-0.149688989417562,0.056721212729645615
501010.SH,生物科技LOFC,汇添富基金,20161222,股票型,被动指数型,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.75,0.1,17.03,20211231,过蓓蓓,0.1481592337623467,-0.2437858508604207,0.5310273500344749,0.8528859866396457,-0.1440492586891355,-0.15097018457169897,0.7898832684824904
168301.SZ,东海祥龙LOF,东海基金,20161221,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,0.21,20211231,胡德军,-0.05600000000000005,-0.13444220786100225,0.30799363447178363,0.4054281703322415,-0.09122993940201106,-0.11072030482890013,0.2136
162717.SZ,再融资LOF,广发基金,20161219,混合型,灵活配置型,中证800指数收益率*55%+中证全债指数收益率*45%,0.6,0.2,0.94,20211231,田文舟,0.011988011988012,-0.2351778656126482,0.4211886304909562,0.2754545454545454,0.06685673556664283,-0.049706039551042094,0.42097902097902123
161128.SZ,标普信息科技LOF,易方达基金,20161213,股票型,被动指数型,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,6.09,20211231,范冰,0.2111745268849504,0.029436152570481003,0.4929314267143322,0.2882176870748301,0.2790756622026951,-0.1311226343429005,1.6341243616701713
161127.SZ,标普生物科技LOF,易方达基金,20161213,股票型,被动指数型,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,1.49,20211231,范冰,0.23220186242114738,-0.11449016100178894,0.33524651863003396,0.325628919737862,-0.21342759940463532,-0.22585659255254448,0.14699108841493935
169201.SZ,浙商鼎盈LOF,浙商资管,20161207,混合型,灵活配置型,沪深300指数收益率*70%+中国债券总指数收益率*30%,1.5,0.25,0.24,20211231,马斌博,-0.027394521095780826,-0.003083881578947371,0.19478242936687984,0.5289548632087684,0.12497177692481375,-0.09734069242348227,0.7986402719456108
160922.SZ,恒生中小LOF,大成基金,20161202,股票型,被动指数型,恒生综合中小型股指数收益率*95%+人民币活期存款利率(税后)*5%,1.0,0.25,0.08,20211231,冉凌浩,0.15668662674650702,-0.187230371009491,0.12271259418729803,0.0767018216682647,-0.10596616206589492,-0.05577689243027893,-0.053892215568862326
161125.SZ,标普500LOF,易方达基金,20161202,股票型,被动指数型,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,6.09,20211231,刘树荣 范冰,0.09429082952058881,0.0014545454545452942,0.30774860488518896,0.07037425673312349,0.2325991765244101,-0.09554612937433718,0.6966381539685695
161126.SZ,标普医疗保健LOF,易方达基金,20161128,股票型,被动指数型,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,0.55,20211231,范冰,0.10976698066435303,0.03463125785034987,0.25234546251644,0.07827487222572298,0.17446919031231733,-0.10664528969482534,0.6022806147744174
501028.SH,财通福瑞混合LOF,财通基金,20161122,混合型,混合型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,1.11,20211231,夏钦,-0.020895820835832864,-0.25222097416522005,0.40461559470162506,0.6384405988722537,-0.10728060286002496,-0.04353605849119302,0.4387122575484904
160223.SZ,创业板LOF,国泰基金,20161111,股票型,被动指数型,创业板指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,1.75,20211231,徐成城,-0.11438550534817726,-0.26152329307369987,0.4349132176234981,0.6524773203070482,0.16715934684684686,-0.11668576252789001,0.5987775594848287
160322.SZ,港股精选LOF,华夏基金,20161111,股票型,股票型,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,1.5,0.25,18.99,20211231,李湘杰 黄芳,0.3420840877087106,-0.2544214628297362,0.18409456226756452,0.45918186990957854,-0.1879247595643668,-0.060823430377749205,0.3186969523234762
161035.SZ,医药增强LOF,富国基金,20161111,股票型,增强指数型,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,1.2,0.2,5.75,20211231,牛志冬 蔡卡尔,0.04496788008565302,-0.20389344262295078,0.601029601029601,0.6736334405144694,-0.047550432276656944,-0.16641452344931923,0.7698072805139186
501025.SH,港股通银行LOF,鹏华基金,20161110,股票型,被动指数型,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.15,3.72,20211231,张羽翔 聂毅翔,0.16770123130151618,-0.061308020552120535,0.0641847852305407,-0.17275777994369335,0.032777905033966305,0.0996709487098775,0.09667247379668267
161124.SZ,港股小盘LOF,易方达基金,20161102,股票型,被动指数型,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,0.26,20211231,刘树荣,0.11132495948136142,-0.08248268319358369,0.1491316639741518,0.10552675511817952,-0.05317119694802095,-0.06790900696717869,0.12479740680713138
501050.SH,50AHLOF,华夏基金,20161027,股票型,被动指数型,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,26.76,20211231,荣膺,0.2443064182194617,-0.12811980033277864,0.3187022900763357,0.1845151953690305,-0.05986560781918148,-0.0506822612085769,0.5124223602484473
501022.SH,银华鑫盛LOF,银华基金,20161014,混合型,灵活配置型,沪深300指数收益率*50%+中国债券总指数收益率*50%,1.5,0.25,19.66,20211231,王海峰,-0.10089910089910077,-0.14555555555555555,0.47074122236671,0.7541998231653404,0.266633064516129,-0.03899721448467961,1.412587412587413
501023.SH,港中小企LOF,鹏华基金,20160929,股票型,被动指数型,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,0.75,0.15,0.08,20211019,尤柏年 张羽翔,0.19961612284069097,-0.14059739167017232,0.07803015468964154,-0.005085823267641495,0.09082610680054784,,0.20719264572179014
512100.SH,中证1000ETF,南方基金,20160929,股票型,被动指数型,中证1000指数,0.5,0.1,20.82,20211231,崔蕾,-0.13077492335341995,-0.3549799343305364,0.3454579721070487,0.31362935985432133,0.24173597782043094,-0.12932589094031777,0.07188920604715093
160722.SZ,嘉实惠泽LOF,嘉实基金,20160929,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,0.85,20211231,方晗 王汉博,0.041608181271305375,-0.12031956877466542,0.3835523851203501,0.48647992425675424,-0.08561625172426891,-0.11066770183670338,0.5325831662322038
165317.SZ,建信丰裕LOF,建信基金,20160929,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,1.5,0.25,0.6,20211231,吴尚伟,0.036594091791883936,-0.15618221258134488,0.5115083537796472,0.783180026281209,-0.08231826260349394,-0.10949456778460086,0.9270162526832261
168105.SZ,九泰泰富,九泰基金,20160926,混合型,灵活配置型,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,2.0,0.25,1.71,20211231,徐占杰,0.002909893638370473,-0.16426570628251302,0.3739525975580559,0.5621188360341524,0.30211935303959864,-0.06617552576348142,1.1876379690949228
160642.SZ,鹏华增瑞LOF,鹏华基金,20160920,混合型,灵活配置型,沪深300指数收益率*60%+中证综合债指数收益率*40%,1.5,0.25,11.8,20211231,谢书英,0.030591974572904412,-0.19872783346183504,0.3973063973063972,0.48407917383821003,0.360278341548275,-0.12375309063006233,1.0416170043702822
167002.SZ,鼎越LOF,平安基金,20160920,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,1.51,20211231,张俊生,-0.051315656820244034,-0.1690934211924752,0.505435477682568,0.6191487554158525,0.5435752138097487,-0.1416771474217342,1.5457203347111605
501026.SH,财通福享混合LOF,财通基金,20160918,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,1.88,20211231,夏钦,-0.06154469075817387,-0.25153705101930757,0.324398328289379,0.2898803046789989,-0.09617006917496213,-0.10882956878850096,-0.03350541552788746
160421.SZ,华安智增LOF,华安基金,20160913,混合型,灵活配置型,沪深300指数收益率*50%+中国债券总指数收益率*50%,1.5,0.25,2.33,20211231,王春,-0.01353725328097551,-0.21158479103383257,0.7573060573857597,0.5497014135611158,0.40300473147651333,-0.0819803219413831,1.7286349075126588
512000.SH,券商ETF,华宝基金,20160830,股票型,被动指数型,中证全指证券公司指数,0.5,0.1,238.07,20211231,丰晨成,-0.06853550448314955,-0.24405354574621088,0.4502487562189054,0.17899303803854316,-0.03654257595207546,-0.08402913483744895,0.06276409357930521
512680.SH,中证军工ETF,广发基金,20160830,股票型,被动指数型,中证军工指数收益率,0.5,0.1,32.15,20211231,霍华明,-0.14611872146118726,-0.26285089318264665,0.2643375082399472,0.7090719499478623,0.14391397193410624,-0.17947863190879398,0.27718970527189696
168104.SZ,九泰锐丰LOF,九泰基金,20160830,混合型,灵活配置型,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,1.5,0.25,1.11,20211231,刘开运,0.030315197751455535,-0.13953035174900127,0.4940951086956521,0.6865171984399943,-0.024373304894032815,-0.11580697160391612,0.92713572575788
160921.SZ,多策略LOF,大成基金,20160819,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,2.13,20211231,戴军,-0.000999000999000889,-0.20350000000000001,0.4081967984934086,0.491399529478894,0.019138752548509202,-0.06338027933557913,0.595165214785215
168103.SZ,九泰锐益LOF,九泰基金,20160811,混合型,灵活配置型,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,2.0,0.25,5.51,20211231,刘开运,-0.0020140986908358527,-0.18264379414732587,0.3703703703703704,0.6171171171171169,0.1593314763231198,-0.13407015857760687,0.8147029204431018
512810.SH,国防军工ETF,华宝基金,20160805,股票型,被动指数型,中证军工指数,0.5,0.1,3.79,20211231,胡洁,-0.12288272737080592,-0.28374723383329237,0.2525720164609053,0.7734428473648186,0.25079120030876106,-0.17649962972105654,0.4396375013485814
169105.SZ,东方红睿华LOF,东证资管,20160804,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25,29.37,20211231,周杨 张伟锋 李响,0.678956212315904,-0.21975628421734278,0.5117184449146139,0.4219634330298329,-0.08917051497714408,-0.09006429902526905,1.3304860432934664
161834.SZ,银华鑫锐LOF,银华基金,20160801,混合型,灵活配置型,沪深300指数收益率*50%+中国债券总指数收益率*50%,1.5,0.25,42.88,20211231,王海峰,-0.06893106893106878,-0.19206008583690992,0.14741035856573703,0.7916666666666667,0.2906983462532299,-0.042900918610132385,0.9103745854145857
510810.SH,上海国企ETF,汇添富基金,20160728,股票型,被动指数型,中证上海国企指数,0.45,0.1,74.12,20211231,吴振翔,0.017755102040816297,-0.20794064567876472,0.21528621693456515,-0.003968255951972537,-0.03187250504458271,-0.03959514760949469,-0.09260864285714283
165525.SZ,基建工程LOF,中信保诚基金,20160727,股票型,被动指数型,中证基建工程指数收益率*95%+金融同业存款利率*5%,1.0,0.22,10.66,20211231,黄稚,-0.08040201005025115,-0.3057324840764331,-0.03538663171690698,-0.08831521739130428,0.22265275707898655,-0.016699171136031258,-0.32437185929648243
512880.SH,证券ETF,国泰基金,20160726,股票型,被动指数型,中证全指证券公司指数收益率,0.5,0.1,358.55,20211231,艾小军,-0.07427184466019418,-0.24863674496644292,0.45213508233324023,0.1744186046511628,-0.03837656492922015,-0.0839857045609258,0.04514563106796115
512660.SH,军工ETF,国泰基金,20160726,股票型,被动指数型,中证军工指数收益率,0.5,0.1,118.98,20211231,艾小军,-0.13898824731732243,-0.269878946119155,0.23126929952868536,0.69376979936642,0.13746882793017468,-0.17895313784598527,0.2247317322432293
167001.SZ,鼎泰LOF,平安基金,20160721,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,5.72,20211231,张俊生,-0.20116034810443137,-0.2607062359128474,0.41971544715447134,0.6045096635647818,0.5726819837906164,-0.1327124013049028,0.8349504851455436
164403.SZ,农业精选LOF,前海开源基金,20160720,混合型,灵活配置型,中证大农业指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1.5,0.25,6.13,20211231,吴国清 石峰,0.14364035087719287,-0.1016299137104505,0.27593582887700535,0.23973176865046103,0.03651115618661246,-0.030658838878016917,0.6293859649122806
