ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
006347.OF,安信量化优选C,安信基金,20180903,股票型,股票型,中证500指数收益率*85%+中证综合债券指数收益率*15%,1.5,0.25,施荣盛,1.07,20211231,,-0.03380000000000005,0.4368791390728477,0.41423015987325357,0.17023118443833374,-0.12736608502676122,1.0053999999999998
005743.OF,长安裕隆A,长安基金,20180903,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.5,0.25,徐小勇,4.34,20211231,,-0.02839999999999998,0.7537574634548074,0.8813101667057995,0.10443057722308885,-0.14642483826312966,2.0214
005744.OF,长安裕隆C,长安基金,20180903,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.5,0.25,徐小勇,4.11,20211231,,-0.0343,0.7569386909693454,0.8719717064544653,0.0988727249826814,-0.14674193363516527,1.9777
006355.OF,华宝港股通恒生中国C,华宝基金,20180829,股票型,被动指数型,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.75,0.15,周晶,0.47,20211231,,-0.0803746275010643,0.15866152833912944,-0.06903545063681346,-0.1713140467061694,0.003995793901156704,-0.18705832269050668
006133.OF,万家智造优势C,万家基金,20180828,混合型,混合型,沪深300指数收益率*65%+上证国债指数收益率*25%+恒生指数收益率*10%,1.5,0.25,李文宾,0.62,20211231,,-0.045499999999999985,0.5241437100659894,0.7390557350010307,0.44766231574787596,-0.14664372788224345,2.12610813
006132.OF,万家智造优势A,万家基金,20180828,混合型,混合型,沪深300指数收益率*65%+上证国债指数收益率*25%+恒生指数收益率*10%,1.5,0.25,李文宾,4.3,20211231,,-0.036800000000000055,0.5336308905958065,0.7478172588832486,0.4548334069083025,-0.14634070579674438,2.20716535
005774.OF,华夏产业升级,华夏基金,20180824,混合型,混合型,沪深300指数收益率*60%+经汇率调整的恒生指数收益率*20%+上证国债指数收益率*20%,1.5,0.25,代瑞亮,16.33,20211231,,-0.033399999999999985,0.2489656599089781,0.7240579710144927,0.16754731482371038,-0.2080144820209002,0.925
004546.OF,建信量化优享定开,建信基金,20180824,混合型,灵活配置型,中证500指数收益率*50%+中证全债指数收益率*50%,1.0,0.2,叶乐天 赵云煜,0.18,20211231,,-0.03469999999999995,0.10122254455035228,0.21253175275190517,0.21267846058348852,-0.04190927122656593,0.49740000000000006
006158.OF,博时荣享回报A,博时基金,20180823,混合型,灵活配置型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*30%+恒生综合指数收益率*20%,1.5,0.25,蔡滨,25.34,20211231,,-0.005199999999999982,0.38474719959778775,0.5720533257295062,-0.0317088523834266,-0.10313466936302253,0.88007751
006159.OF,博时荣享回报C,博时基金,20180823,混合型,灵活配置型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*30%+恒生综合指数收益率*20%,1.5,0.25,蔡滨,0.94,20211231,,-0.007000000000000006,0.3779048151505992,0.5643057244210025,-0.03653204295215822,-0.10345688517429663,0.8482781500000001
006111.OF,泰康弘实3个月定开,泰康资产,20180823,混合型,混合型,沪深300指数收益率*55%+恒生指数收益率*25%+中债综合全价指数收益率*20%,0.8,0.1,桂跃强 陈怡,38.01,20211231,,-0.00660000000000005,0.30775695437607,0.6307252414276387,-0.06272994187581783,-0.0811197218132025,0.8236312100000001
006100.OF,平安优势产业A,平安基金,20180822,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,黄维,2.81,20211231,,-0.017800000000000038,0.6343774916013439,0.609927499347986,0.20176446579356108,-0.1140169786159762,1.7519947
006101.OF,平安优势产业C,平安基金,20180822,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,黄维,3.73,20211231,,-0.022299999999999986,0.6169418958993762,0.596880632009153,0.19219571361516252,-0.11457717896429839,1.66538274
006039.OF,国富估值优势,国海富兰克林基金,20180822,混合型,灵活配置型,沪深300指数收益率*40%+恒生指数收益率*30%+中债综合指数收益率*30%,1.5,0.25,徐成,21.93,20211231,,-0.07869999999999999,0.46329224391840296,0.7656180110332488,0.10538760344536398,-0.07326203208556141,1.4262000000000001
166802.OF,浙商沪深300指数增强,浙商基金,20180820,股票型,增强指数型,沪深300指数收益率*95%+金融同业存款利率*5%,0.5,0.22,向伟,4.69,20211231,0.2280390417036379,-0.28245487364620936,0.4417505030181087,0.4850324471425581,-0.01076026689220934,-0.06778131382700815,0.7414374445430345
005392.OF,长信价值蓝筹两年A,长信基金,20180816,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.2,吴廷华,0.17,20211231,,-0.02749999999999997,0.16768090488431864,0.07145628439110857,-0.03571159374303526,0.024852707727384023,0.20242125
006085.OF,万家新机遇价值驱动C,万家基金,20180815,混合型,灵活配置型,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,1.5,0.25,高源,0.92,20211231,,-0.04650688424273339,0.622640237382378,0.6279363633371261,0.014886525983338974,-0.08013498345211795,1.352112850586435
005963.OF,宝盈人工智能C,宝盈基金,20180815,股票型,股票型,中证人工智能主题指数收益率*60%+恒生综合指数收益率*25%+中证综合债券指数收益率*15%,1.5,0.25,张仲维,5.29,20211231,,-0.0534,0.796631712742294,0.6284046692607006,0.23750045255421587,-0.10485357362277291,2.0597
005962.OF,宝盈人工智能A,宝盈基金,20180815,股票型,股票型,中证人工智能主题指数收益率*60%+恒生综合指数收益率*25%+中证综合债券指数收益率*15%,1.5,0.25,张仲维,7.63,20211231,,-0.05049999999999999,0.8110876451953539,0.6414786309836161,0.24754022661883274,-0.10429360514777058,2.1459
161910.OF,万家新机遇价值驱动A,万家基金,20180815,混合型,灵活配置型,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,1.5,0.25,高源,1.61,20211231,,-0.0827,0.6176566757493188,0.6408839779005525,0.023158413402315843,-0.0795408941327554,1.2936
006042.OF,上投摩根尚睿,上投摩根基金,20180815,混合型,混合型,中证800指数收益率*60%+中证综合债指数收益率*40%,0.8,0.25,刘凌云 杜习杰,0.62,20211231,,-0.018299999999999983,0.21836152435296508,0.2014719411223552,0.06752053459557286,-0.06703182055294732,0.43080000000000007
005732.OF,富国臻选成长,富国基金,20180815,混合型,灵活配置型,中证800指数收益率*40%+中债综合全价指数收益率*40%+恒生中国企业指数收益率(经汇率调整后)*20%,1.5,0.25,易智泉,2.33,20211231,,-0.005299999999999971,0.39907472593784576,0.5603479261016461,0.05611351699990803,-0.07568487175013096,1.1189
006249.OF,华夏创业板ETF联接C,华夏基金,20180814,股票型,被动指数型,创业板指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,徐猛,1.01,20211231,,-0.1362,0.41367738949317295,0.6445117459278056,0.1431486735354138,-0.11786476248530507,1.0259999999999998
006248.OF,华夏创业板ETF联接A,华夏基金,20180814,股票型,被动指数型,创业板指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,徐猛,1.61,20211231,,-0.1352,0.4178224687933425,0.649466047118285,0.1465849560146287,-0.11767241379310332,1.0470000000000002
006263.OF,易方达香港恒生综合小型股C,易方达基金,20180813,股票型,被动指数型,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,0.8,0.25,刘树荣,0.07,20211231,,-0.11336389280677013,0.14603335017685684,0.1052028218694887,-0.05425676214792951,-0.06808402935965578,-0.02626939351198876
006048.OF,长城中证500指数增强A,长城基金,20180813,股票型,增强指数型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.15,雷俊,2.4,20211231,,-0.20650000000000002,0.3512495290719579,0.3029739776951671,0.2645506419400856,-0.0991595690676293,0.5971
006110.OF,富荣价值精选C,富荣基金,20180810,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,0.6,0.1,王丹 郎骋成,1.05,20211231,,-0.21509999999999996,0.16422474200535087,0.2352812431604291,-0.0675939050318923,-0.09377672209026129,-0.04620000000000002
006161.OF,博道启航C,博道基金,20180810,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,杨梦,0.77,20211231,,-0.05920000000000003,0.33467956212137323,0.37649307214524597,0.17094758764317938,-0.09806827725902867,0.8255999999999999
006160.OF,博道启航A,博道基金,20180810,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,杨梦,4.31,20211231,,-0.05740000000000001,0.341572080195184,0.3833320154977466,0.17679336953415267,-0.09767825918010505,0.8576999999999999
006109.OF,富荣价值精选A,富荣基金,20180810,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,0.6,0.1,王丹 郎骋成,0.5,20211231,,-0.21409999999999996,0.18704300076355293,0.23846555879151543,-0.06479988628253269,-0.09276944201864987,-0.01986785999999996
005955.OF,易方达鑫转添利A,易方达基金,20180809,混合型,混合型,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,1.0,0.25,韩阅川,1.76,20211231,,0.031099999999999905,0.29635376260667196,0.24895272292040693,0.02090321034978434,-0.008682898210618906,0.6897
005956.OF,易方达鑫转添利C,易方达基金,20180809,混合型,混合型,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,1.0,0.25,韩阅川,0.02,20211231,,0.02760000000000007,0.2834484771820569,0.2414708112206217,0.014717557251908403,-0.009087626384207927,0.6465000000000001
004274.OF,浦银安盛安恒回报A,浦银安盛基金,20180809,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,1.0,0.2,褚艳辉,1.91,20211231,,-0.013299999999999979,0.11650412778904667,0.19126886263100257,0.014619099046868261,-0.029494099921943892,0.29136274000000006
004275.OF,浦银安盛安恒回报C,浦银安盛基金,20180809,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,1.0,0.2,褚艳辉,0.29,20211231,,-0.014700000000000046,0.11193497511932558,0.1870941133479628,0.010955065407813753,-0.02970790980982916,0.27497839
005399.OF,长信量化价值驱动A,长信基金,20180809,混合型,混合型,中证500指数收益率*75%+中债综合指数收益率*25%,1.0,0.15,左金保,0.02,20211231,,-0.047599999999999976,0.23940646651270195,0.5428653041615927,-0.007161819348217261,-0.0662894074264658,0.68866345
160724.OF,嘉实沪深300ETF联接(LOF)C,嘉实基金,20180808,股票型,被动指数型,沪深300指数增长率*95%+银行活期存款利率(税后)*5%,0.5,0.1,何如 陈正宪,2.26,20211231,,-0.1022860492379836,0.3533188248095756,0.26031072605933914,-0.03949852385895059,-0.07300312303942401,0.3634502540054708
005910.OF,广发龙头优选,广发基金,20180808,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,田文舟,0.62,20211231,,-0.012299999999999978,0.37920210611583643,0.5400484545921739,0.041807694141202216,-0.07440285531252853,1.0228000000000002
006113.OF,汇添富创新医药,汇添富基金,20180808,混合型,混合型,中证医药卫生指数收益率*50%+中债综合指数收益率*30%+恒生医疗保健指数收益率(使用估值汇率折算)*20%,1.5,0.25,郑磊,104.78,20211231,,-0.06340000000000001,0.7052103352551783,0.8499780852795693,-0.11565017261219804,-0.16701749014504955,1.1764999999999999
005726.OF,国泰价值精选A,国泰基金,20180808,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,1.5,0.25,王阳,4.59,20211231,,-0.0877,0.6551232876712328,0.6366946964179304,0.011286864355354104,-0.091767341387311,1.2704
160725.OF,嘉实基本面50指数(LOF)C,嘉实基金,20180808,股票型,被动指数型,中证锐联基本面50指数收益率*95%+银行同业存款收益率*5%,1.0,0.18,何如 陈正宪,1.08,20211231,,-0.06017699115044241,0.20828538550057543,0.024588744588744573,-0.020027040730099758,0.000603604380443343,0.14100294985250758
005894.OF,华夏优势精选,华夏基金,20180807,股票型,股票型,沪深300指数收益率*50%+恒生指数收益率*40%+上证国债指数收益率*10%,1.5,0.25,李湘杰,1.92,20211231,,-0.07050000000000001,0.3722132471728595,0.5997174476100775,-0.01785889510352271,-0.09141772404835641,0.8188
006190.OF,前海开源裕瑞C,前海开源基金,20180807,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*15%+恒生指数收益率*15%,0.8,0.1,吴彦 曾健飞,0.15,20211231,,-0.007399999999999962,0.12161209068010066,0.11992454186130072,0.01243282265180081,-0.04737759467596266,0.2023999999999999
005571.OF,中银证券新能源A,中银证券,20180802,混合型,灵活配置型,中证新能源产业指数收益率*50%+中证全债指数收益率*50%,1.5,0.2,张燕,0.82,20211231,,-0.0363,0.21879863056333654,0.5919305413687436,0.3319431076890172,-0.08855881172219997,1.2704
005572.OF,中银证券新能源C,中银证券,20180802,混合型,灵活配置型,中证新能源产业指数收益率*50%+中证全债指数收益率*50%,1.5,0.2,张燕,0.36,20211231,,-0.03749999999999998,0.21460475745299679,0.5865047464294877,0.32720608053474204,-0.0887859956947321,1.2435
005994.OF,国投瑞银中证500量化增强A,国投瑞银基金,20180801,股票型,增强指数型,中证500指数收益率*95%+商业银行活期存款利率(税前)*5%,1.0,0.15,殷瑞飞,7.4,20211231,,-0.024900000000000033,0.3701158855502001,0.4315868263473054,0.25792115444944047,-0.08188203998503682,1.2088999999999999
006002.OF,工银瑞信医药健康A,工银瑞信基金,20180730,股票型,股票型,中证医药卫生指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生医疗保健指数收益率(经汇率调整)*10%,1.5,0.25,谭冬寒,26.99,20211231,,-0.06340000000000001,0.7164210975870168,0.9344986315003734,0.04512994308498662,-0.15144627922899742,1.7580114
006127.OF,华宝香港上市中国中小盘C,华宝基金,20180730,股票型,被动指数型,经人民币汇率调整的标普香港上市中国中小盘指数收益率*95%+人民币活期存款利率(税后)*5%,1.0,0.25,周晶,0.21,20211231,,-0.19505736981465144,0.2997435897435898,0.1355954494640627,-0.1326654699171927,-0.05755107490986784,-0.04161857559915821
006003.OF,工银瑞信医药健康C,工银瑞信基金,20180730,股票型,股票型,中证医药卫生指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生医疗保健指数收益率(经汇率调整)*10%,1.5,0.25,谭冬寒,10.75,20211231,,-0.06499999999999995,0.7026737967914438,0.9229271356783919,0.038979466239832734,-0.15184114089877304,1.69767768
006008.OF,诺安积极配置C,诺安基金,20180727,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,罗春蕾,0.61,20211231,,0.0037000000000000366,0.39194978579256745,0.43805024694009026,-0.13458762630033358,-0.0958187151319951,0.5721
006007.OF,诺安积极配置A,诺安基金,20180727,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,罗春蕾,4.07,20211231,,-0.0043999999999999595,0.39909593169261676,0.4493107409534751,-0.12766273655008434,-0.09523539099324208,0.5932
005847.OF,富国沪港深业绩驱动A,富国基金,20180727,混合型,混合型,中证港股通综合指数收益率*75%+同期银行活期存款利率(税后)*25%,1.5,0.25,宁君,42.35,20211231,,-0.04049999999999998,0.30365009439899293,0.682597151822351,-0.056711136613589654,-0.06047549044456834,0.8533999999999999
005600.OF,汇安量化优选C,汇安基金,20180726,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,朱晨歌,0.63,20211231,,-0.136,0.37306179125202515,0.352772627675712,0.015885870919511637,-0.10547617587539089,0.4587000000000001
005599.OF,汇安量化优选A,汇安基金,20180726,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,朱晨歌,1.25,20211231,,-0.13239999999999996,0.387416455404471,0.36411960132890375,0.02398928397467114,-0.10488762040670703,0.5054000000000001
005672.OF,前海联合研究优选C,新疆前海联合基金,20180725,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*50%,1.5,0.25,何杰,0.25,20211231,,0.0005999999999999339,0.2731907237105159,1.03988380309335,0.2058624663228389,-0.06537790358884388,1.92823819
005671.OF,前海联合研究优选A,新疆前海联合基金,20180725,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*50%,1.5,0.25,何杰,5.37,20211231,,0.0040999999999999925,0.2837932064946707,1.0559435133457482,0.2158466165981054,-0.06480442169379932,2.01285299
005021.OF,渤海汇金量化汇盈,渤海汇金资管,20180720,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,何翔,0.03,20211231,,-0.009000000000000008,0.13957008779897062,0.41710945802337945,-0.06874140732408454,-0.08810897866058245,0.3589
006022.OF,富国大盘价值A,富国基金,20180719,混合型,混合型,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,1.5,0.25,徐幼华,3.47,20211231,,-0.03269999999999995,0.4186046511627907,0.3122768670309653,0.07789684081949926,-0.07200988977026884,0.8016000000000001
005589.OF,长信企业精选两年,长信基金,20180719,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,1.5,0.2,叶松,6.95,20211231,,-0.03639999999999999,0.3364619705149503,0.28864296107350124,0.10108370433002534,-0.08669779189866521,0.6681708500000001
005902.OF,诺安汇利C,诺安基金,20180711,混合型,灵活配置型,中证综合债指数收益率*70%+沪深300指数收益率*30%,1.0,0.2,谢志华,0.02,20211231,,0.028299999999999992,0.10727484925111852,0.2670028634167765,0.1783320932029718,-0.08641390209925469,0.5528439700000001
165810.OF,东吴沪深300C,东吴基金,20180711,股票型,被动指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,周健,0.0,20200930,,-0.14753495217071375,0.30444539431502454,0.267141803883018,-0.01396431342125683,-0.07330186205087852,0.3000367917586461
005901.OF,诺安汇利A,诺安基金,20180711,混合型,灵活配置型,中证综合债指数收益率*70%+沪深300指数收益率*30%,1.0,0.2,谢志华,0.08,20211231,,0.012599999999999945,0.11171473725800077,0.2745235717458907,0.18549947023174201,-0.08599999716565766,0.55432178
005760.OF,富国周期优势A,富国基金,20180710,混合型,混合型,沪深300指数收益率*80%+中债综合全价指数收益率*20%,1.5,0.25,刘博,40.37,20211231,,-0.019399999999999973,0.5835795049404094,0.7288048372571724,0.1489432951332042,-0.07973056122283752,1.8417
006063.OF,景顺长城MSCI中国A股增强,景顺长城基金,20180710,股票型,增强指数型,MSCI中国A股国际通指数收益率*95%+商业银行活期存款利率(税后)*5%,1.2,0.2,徐喻军,2.67,20211231,,-0.13549999999999995,0.3642146657413832,0.38380669775328535,0.07670628599436342,-0.073859110048936,0.6275999999999999
005794.OF,银华心怡A,银华基金,20180705,混合型,灵活配置型,中证800指数收益率*60%+恒生指数收益率*20%+中证全债指数收益率*20%,1.5,0.25,张萍 李晓星,120.12,20211231,,-0.07310000000000005,0.7753842823121888,0.6471016096579477,0.38617556337726955,-0.09759452361439996,2.37917498
005875.OF,易方达中盘成长,易方达基金,20180704,混合型,混合型,中证700指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,1.5,0.25,冯波,112.74,20211231,,-0.047900000000000054,0.6673668732276021,0.7897952755905513,-0.007672544257910048,-0.13491753857066865,1.4390999999999998
006050.OF,恒越研究精选B,恒越基金,20180704,混合型,混合型,沪深300指数收益率*55%+中债总全价指数收益率*25%+中证香港100指数收益率*20%,1.5,0.1,李静 高楠,7.01,20211231,,-0.08299999999999996,0.23873923001417804,0.8561366437753127,0.34541314865762246,-0.13869693978282321,1.443
006049.OF,恒越研究精选A,恒越基金,20180704,混合型,混合型,沪深300指数收益率*55%+中债总全价指数收益率*25%+中证香港100指数收益率*20%,1.5,0.1,李静 高楠,7.01,20211231,,-0.08299999999999996,0.23873923001417804,0.8561366437753127,0.34541314865762246,-0.13869693978282321,1.443
006131.OF,华泰柏瑞沪深300ETF联接C,华泰柏瑞基金,20180702,股票型,被动指数型,沪深300指数*95%+银行活期存款收益率(税后)*5%,0.5,0.1,柳军,21.9,20211231,,-0.09902217325437263,0.3552110584638899,0.2739072767343719,-0.03890625250455208,-0.07132768119901568,0.3884182137446634
006020.OF,广发沪深300指数增强A,广发基金,20180629,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.25,赵杰,8.89,20211231,,-0.12580000000000002,0.4736962488563587,0.46647524445134253,-0.04836746573530186,-0.0757381971862315,0.6620999999999999
006021.OF,广发沪深300指数增强C,广发基金,20180629,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.25,赵杰,3.25,20211231,,-0.12719999999999998,0.46895761741122566,0.46077666874610107,-0.05226071638285372,-0.07598287709811874,0.6405000000000001
005978.OF,中信保诚至兴C,中信保诚基金,20180627,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,孙浩中 闾志刚,9.5,20211231,,0.005300000000000082,0.053034825870646896,0.7238968156477369,0.5540999780749836,-0.1737382287588616,1.3426999999999998
005977.OF,中信保诚至兴A,中信保诚基金,20180627,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,孙浩中 闾志刚,13.42,20211231,,0.009500000000000064,0.0627229488703923,0.7376223776223776,0.5667525220004294,-0.17323104322213845,1.4140000000000001
006098.OF,华宝中证全指证券ETF联接A,华宝基金,20180627,股票型,被动指数型,中证全指证券公司指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.5,0.1,丰晨成,12.42,20211231,,-0.011499999999999955,0.43829658102366975,0.18517476615795772,-0.033289817232376,-0.07949174390767906,0.49960000000000004
005961.OF,博时量化价值C,博时基金,20180626,股票型,股票型,沪深300指数收益率*70%+恒生综合指数收益率*20%+中债综合财富(总值)指数收益率*10%,0.9,0.25,林景艺 黄瑞庆,0.05,20211231,,-0.1362,0.23055555555555549,0.29223100075244546,0.10211805808282998,-0.05930524369303915,0.4244000000000001
005960.OF,博时量化价值A,博时基金,20180626,股票型,股票型,沪深300指数收益率*70%+恒生综合指数收益率*20%+中债综合财富(总值)指数收益率*10%,0.9,0.25,林景艺 黄瑞庆,0.06,20211231,,-0.13260000000000005,0.24043337943752882,0.3026389146998698,0.11127755189385843,-0.05873290968611601,0.4663999999999999
006038.OF,大成景恒C,大成基金,20180626,混合型,混合型,沪深300指数收益率*80%+中证综合债券指数收益率*20%,1.5,0.25,苏秉毅,0.14,20211231,,-0.001972386587771205,0.3814229249011857,0.21530758226037208,0.29017068864037676,-0.046532846715328605,1.0611439842209072
005805.OF,华泰柏瑞医疗健康A,华泰柏瑞基金,20180625,混合型,混合型,中证医药卫生指数收益率*65%+中债综合指数收益率*35%,1.5,0.25,张弘,6.41,20211231,,-0.1582,0.7170685354555173,0.9171278361925843,0.012196002020639488,-0.18444317695707982,1.2877999999999998
005959.OF,财通新视野C,财通基金,20180625,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,谈洁颖,0.13,20211231,,-0.06510000000000005,0.33443850267379677,0.2741844994790415,0.11793936344194238,-0.0049513306701176735,0.7685
005851.OF,财通新视野A,财通基金,20180625,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,谈洁颖,0.25,20211231,,-0.06120000000000003,0.3453344695355773,0.28448139350752194,0.1269185723972138,-0.004321190241767869,0.8203
005947.OF,德邦民裕进取量化精选A,德邦基金,20180622,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.0,0.15,王本昌,0.48,20211231,,-0.16569999999999996,0.38010784901138395,0.3537379525918208,-0.07299082804181894,-0.11589289420881477,0.27780000000000005
005948.OF,德邦民裕进取量化精选C,德邦基金,20180622,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.0,0.15,王本昌,0.11,20211231,,-0.1684,0.3706419812454916,0.3483027804578546,-0.0766978922716627,-0.11618403438314666,0.25439999999999996
005954.OF,人保转型新动力C,人保资产,20180621,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,张丽华,0.13,20211231,,-0.0817,0.15461672473867596,0.6552863447755564,-0.03617833024977346,-0.12615175555375946,0.4783441799999999
005869.OF,平安MSCI中国A股国际ETF联接C,平安基金,20180621,股票型,被动指数型,MSCI中国A股国际指数(MSCI China A International Index)收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,成钧 钱晶,1.16,20211231,,-0.1139,0.36756573750141064,0.383231556362436,0.07379787614843106,-0.08189343852436246,0.6525000000000001
004424.OF,汇添富文体娱乐主题,汇添富基金,20180621,混合型,混合型,中证文体指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1.5,0.25,杨瑨,27.15,20211231,,-0.04859999999999998,0.5791969649067341,0.8361695028361696,-0.13879701980737777,-0.09102802160702228,1.1539000000000001
005868.OF,平安MSCI中国A股国际ETF联接A,平安基金,20180621,股票型,被动指数型,MSCI中国A股国际指数(MSCI China A International Index)收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,成钧 钱晶,1.39,20211231,,-0.11329999999999996,0.370023683320176,0.3846723740533419,0.07484691754354683,-0.08180309734513282,0.6600999999999999
005953.OF,人保转型新动力A,人保资产,20180621,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,张丽华,1.0,20211231,,-0.07879999999999998,0.1596656897861717,0.6626802040434293,-0.032685512203384955,-0.12578386919030005,0.5022046899999999
673141.OF,西部利得景程A,西部利得基金,20180620,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,刘荟 唐煜,1.7,20211231,,0.023900000000000032,0.11525688611056835,0.029076896128919356,0.1925106382978723,-0.08935198401370252,0.276
673143.OF,西部利得景程C,西部利得基金,20180620,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,刘荟 唐煜,0.52,20211231,,0.023400000000000087,0.11492231017296972,0.028135682356034725,0.191389599317988,-0.08944543828264759,0.27249999999999996
005907.OF,招商丰茂C,招商基金,20180620,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,1.5,0.25,余芽芳 王垠,0.76,20211231,,-0.007299999999999973,0.09269521410579341,0.048040571692024005,0.040295618511349496,-0.0094722598105547,0.17120000000000002
005906.OF,招商丰茂A,招商基金,20180620,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,1.5,0.25,余芽芳 王垠,0.21,20211231,,-0.0030000000000000027,0.10152487961476732,0.05637522768670295,0.04871109578411932,-0.008878658336073595,0.2056
006104.OF,华泰柏瑞量化智慧C,华泰柏瑞基金,20180619,混合型,灵活配置型,中证500指数收益率*95%+银行活期存款利率(税后)*5%,1.5,0.25,田汉卿,0.82,20211231,,-0.1567804691970246,0.3223654454997739,0.28813681060282165,0.24346671304421713,-0.08543101786221312,0.6338154396337974
005998.OF,嘉实深证基本面120ETF联接C,嘉实基金,20180615,股票型,被动指数型,深证基本面120指数*95%+银行同业存款利率*5%,0.5,0.1,刘珈吟 李直,0.7,20211231,,-0.1640516385302879,0.4755909252880389,0.231828060854866,-0.0320852120499248,-0.043410748042128015,0.4070506454816288
005668.OF,融通新能源汽车A,融通基金,20180615,混合型,灵活配置型,中证新能源汽车指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证香港100指数收益率*10%,1.5,0.25,王迪,18.9,20211231,,-0.20499999999999996,0.599044145390517,1.048135913166588,0.30264976958525347,-0.10721971639987032,2.0284
