ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,all
512560.SH,军工ETF易方达,易方达基金,股票型,20170714,0.5,0.1,中证军工指数,被动指数型,E,余海燕,6.97,20230630,,,,,,-0.05810000000000004,-0.27895855472901165,0.2036192437840225,0.7720327588314386,0.18314133958750092,-0.2525652985074627,-0.0021840873634946458,0.2791999999999999
512550.SH,A50ETF基金,嘉实基金,股票型,20170703,0.5,0.1,富时中国A50指数收益率,被动指数型,E,刘珈吟,2.58,20230630,,,,,,0.11149999999999993,-0.19762525861293506,0.4566752606210067,0.3609849942285493,-0.08747031550378834,-0.15025714108680832,0.055851257746992344,0.44809999999999994
161715.SZ,大宗商品LOF,招商基金,股票型,20170629,0.75,0.15,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,侯昊 邓童,1.58,20230630,,,,,,0.10546874999999988,-0.36557811120917916,0.2633333333333333,0.23889621811785405,0.43136036915431714,-0.0955362678239305,0.026176934146508606,0.46240234375
512700.SH,银行ETF基金,南方基金,股票型,20170628,0.5,0.1,中证银行指数收益率,被动指数型,E,孙伟,16.36,20230630,,,,,,0.034499999999999975,-0.1077815369743837,0.3436247427147654,0.06225934854470691,-0.0007540225548104942,-0.044101615460430794,0.07867730254774416,0.35747857000000005
161130.SZ,纳斯达克100LOF,易方达基金,股票型,20170623,0.8,0.25,纳斯达克100指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,伍臣东 范冰,8.73,20230630,,,,,,0.04810000000000003,0.029072538366218637,0.38480186480186485,0.3363856719633718,0.22213825070536078,-0.2579461598713773,0.41153269262818737,1.5409000000000002
160643.SZ,空天军工LOF,鹏华基金,股票型,20170613,1.0,0.15,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,陈龙,9.78,20230630,,,,,,-0.07189999999999996,-0.2754574811625404,0.23277909738717348,0.8978805394990367,0.19079949238578678,-0.25283742739915815,-0.12016830694622728,0.23370000000000002
160324.SZ,华夏磐晟LOF,华夏基金,混合型,20170531,1.5,0.25,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,E,刘洋,0.55,20230630,,,,,,-0.049000000000000044,-0.16927767847755223,0.4326752720830171,0.7207843830050347,0.1769929675068015,-0.26808844694491696,-0.09110409342787333,0.5254000000000001
163111.SZ,申万中小LOF,申万菱信基金,股票型,20170509,0.65,0.12,中小企业100指数收益率*95%+银行同业存款利率*5%,被动指数型,E,王赟杰,1.28,20230630,,,,,,0.15944399018806216,-0.345262230057294,0.3983575659666127,0.4529700587272554,0.10170951497482107,-0.2413544235279966,-0.0037260187093706583,0.284443990188062
161037.SZ,高端制造LOF,富国基金,股票型,20170427,1.2,0.2,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E,牛志冬 蔡卡尔,1.16,20230630,,,,,,0.15690000000000004,-0.3258766626360338,0.5942696341775389,0.5917843388960206,0.1667842741935485,-0.27297075467622794,-0.013481411093954117,0.6611
501016.SH,券商基金LOF,国泰基金,股票型,20170427,0.5,0.15,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,艾小军,18.78,20230630,,,,,,-0.04090000000000005,-0.2296705587989992,0.5029097306807417,0.14723097703737054,-0.024411302982731652,-0.24161235819454496,0.21451304901336735,0.14480000000000004
167003.SZ,鼎弘LOF,平安基金,混合型,20170426,1.2,0.25,中证综合债指数收益率*80%+沪深300指数收益率*20%,混合型,E,曾小丽,0.06,20230630,,,,,,0.019600000000000062,-0.0009808729769495948,0.057541241162607996,0.026740947075208858,0.006782419967444441,-0.06907392436899305,-0.021323813199536867,0.01429999999999998
159952.SZ,创业板ETF广发,广发基金,股票型,20170425,0.15,0.05,创业板指数收益率,被动指数型,E,刘杰,34.57,20230630,,,,,,-0.010800000000000032,-0.27097230644835246,0.4441979758768889,0.6565229912642795,0.12841910060268893,-0.29129005751848813,-0.028766031446996642,0.34040000000000004
501301.SH,香港大盘LOF,华宝基金,股票型,20170420,0.75,0.15,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,1.92,20230630,,,,,,0.17209999999999992,-0.07805835181709599,0.1629873179896665,-0.0652665589660743,-0.16807811959903216,-0.06627194349226131,0.05573478696184216,-0.051000000000000045
160723.SZ,嘉实原油LOF,嘉实基金,股票型,20170420,1.0,0.28,WTI原油价格收益率*100%,股票型,E,蒋一茜,0.9,20230630,,,,,,0.1016999999999999,-0.12995734640166992,0.3140751815463476,-0.4554246241365298,0.5381286375167884,0.34326186087125266,0.061389570995233254,0.4696
161631.SZ,人工智能LOF,融通基金,股票型,20170410,0.8,0.15,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,何天翔,5.51,20230630,,,,,,0.04069999999999996,-0.30515800595523956,0.5912923289564616,0.26752366889603063,0.10628383471527446,-0.32687066402378595,0.30806036069193965,0.4216
501019.SH,军工基金LOF,国泰基金,股票型,20170329,0.5,0.15,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,艾小军,9.28,20230630,,,,,,-0.1884,-0.2591177920157714,0.35905538000997855,0.6322809593734704,0.21245970462553404,-0.24800593581895752,-0.018089130077289937,0.19419999999999993
161036.SZ,娱乐增强LOF,富国基金,股票型,20170313,1.2,0.25,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E,牛志冬,0.81,20230630,,,,,,-0.1532,-0.3225159310833136,0.22247347364759093,0.17928286852589642,-0.06394787644787638,-0.19811807166795573,0.18431624618351283,-0.263
512900.SH,证券ETF基金,南方基金,股票型,20170310,0.5,0.1,中证全指证券公司指数收益率,被动指数型,E,孙伟,69.73,20230630,,,,,,-0.08889999999999998,-0.2430860403863038,0.4664346817456867,0.1960648605892821,-0.03505001239976853,-0.26111539450012844,0.22678260869565217,0.05810000000000004
501027.SH,国泰融信LOF,国泰基金,混合型,20170302,0.9,0.25,沪深300指数收益率*60%+中证综合债指数收益率*40%,灵活配置型,E,戴计辉,0.03,20230630,,,,,,0.04919999999999991,0.00762558383376228,0.04150656637335608,0.06479976816919397,0.07746162346757021,-0.03298899836456108,-0.050659084732217065,0.15926270999999992
162719.SZ,石油LOF,广发基金,股票型,20170228,1.0,0.3,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,E,姚曦,9.69,20230630,,,,,,0.03249999999999997,-0.15204338562851047,0.09515032830319088,-0.19638161354791203,0.680759162303665,0.690756171637723,0.059920781134856355,1.3013
501032.SH,财通福盛混合LOF,财通基金,混合型,20170125,1.5,0.25,沪深300指数收益率*70%+中债综合全价指数收益率*30%,混合型,E,张胤,2.33,20230630,,,,,,-0.00770000000000004,-0.2600020155195002,0.045070806100217735,0.5017589576547233,0.26114870727051875,-0.08235563428728675,-0.03699203342941042,0.28464475
512580.SH,碳中和龙头ETF,广发基金,股票型,20170125,0.5,0.1,中证环保产业指数收益率,被动指数型,E,霍华明,15.0,20230630,,,,,,-0.0026000000000000467,-0.34880224516387687,0.2119113573407201,0.5752380952380952,0.46166868198307137,-0.24751819986763726,-0.09887129873937263,0.22950000000000004
161233.SZ,国投瑞泰LOF,国投瑞银基金,混合型,20170123,0.9,0.15,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,吴潇,0.9,20230630,,,,,,0.0051000000000001044,-0.0858706467661691,0.23503156978010026,0.237285147642133,0.09154377716036195,-0.023862433102728158,0.04598025087818025,0.56451813
501029.SH,红利基金LOF,华宝基金,股票型,20170118,0.75,0.15,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,被动指数型,E,胡洁,8.11,20230630,,,,,,0.09169999999999989,-0.20846308847774328,0.1920653205276558,0.09480091810885803,0.23726187477530705,-0.044202151095334326,0.10891012685251522,0.47901813000000004
513050.SH,中概互联网ETF,易方达基金,股票型,20170104,0.6,0.25,中证海外中国互联网50指数,被动指数型,E,余海燕 范冰,345.76,20230630,,,,,,0.4981,-0.2938859965291683,0.32367829021372324,0.4622193895616458,-0.4117105772956219,-0.15699349633654391,0.04560546874999996,0.07069999999999999
168401.SZ,红土创新精选LOF,红土创新基金,混合型,20161230,1.5,0.25,沪深300指数收益率*60%+中证全债指数收益率*40%,灵活配置型,E,盖俊龙,0.73,20230630,,,,,0.0,0.02279999999999993,-0.0479030208231498,0.3896303901437371,0.6224602881418547,0.4284608378870672,-0.20016576875259012,-0.16440157825515128,1.0966
501012.SH,中药基金LOFC,汇添富基金,股票型,20161229,0.75,0.1,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,5.66,20230630,,,,,0.0020000000000000018,0.006387225548902157,-0.2698680424645302,0.05501969841054202,0.20332217357713114,0.39004815409309784,-0.10307929176289447,0.056647498068835345,0.23110000000000008
501031.SH,环境治理LOFC,汇添富基金,股票型,20161229,1.0,0.1,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,赖中立,1.84,20230630,,,,,-9.999999999998899e-05,-0.06970697069706969,-0.4383193638512787,0.06412710566615616,-0.014930742939377541,0.22059897735573417,-0.24596050269299818,0.009920634920634929,-0.491
501011.SH,中药基金LOF,汇添富基金,股票型,20161229,0.75,0.1,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,9.58,20230630,,,,,0.0020000000000000018,0.008682634730538851,-0.2683627004553554,0.057486811849046526,0.2083653108211818,0.3955753149147878,-0.0995145631067961,0.059214959568733176,0.25750000000000006
501030.SH,环境治理LOF,汇添富基金,股票型,20161229,1.0,0.1,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,赖中立,3.13,20230630,,,,,-9.999999999998899e-05,-0.07210721072107217,-0.4372373666630751,0.06590038314176243,-0.011143062544931673,0.22555434387495454,-0.24291858223342733,0.012340842311459517,-0.48319999999999996
160323.SZ,华夏磐泰LOF,华夏基金,混合型,20161226,1.0,0.2,上证国债指数收益率*70%+沪深300指数收益率*30%,混合型,E,张城源 毛颖,4.79,20230630,,,,,0.0005999999999999339,0.016891554222888693,-0.05357845064884005,0.07833766233766236,0.14712400038539364,0.13052242566773054,0.0016361515601783145,0.06411253160189773,0.43463892000000004
501007.SH,互联网医疗LOF,汇添富基金,股票型,20161222,0.75,0.1,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,0.7,20230630,,,,,-0.0038000000000000256,-0.08110821120256975,-0.17737704918032787,0.3408607863974496,0.1720824252030909,0.06263206829515684,-0.16417435571110414,0.0019984773505900178,0.05289999999999995
501008.SH,互联网医疗LOFC,汇添富基金,股票型,20161222,0.75,0.1,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,0.35,20230630,,,,,-0.0039000000000000146,-0.0839273165344845,-0.17837956364433732,0.33684631803628595,0.16724877756710904,0.05830554843122172,-0.16754180466919785,-0.00038812342324855034,0.030200000000000005
501010.SH,生物科技LOFC,汇添富基金,股票型,20161222,0.75,0.1,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,12.16,20230630,,,,,0.0021999999999999797,0.1481592337623467,-0.2437858508604207,0.5310273500344749,0.8528859866396457,-0.1440492586891355,-0.2710364410790345,-0.12250860222034675,0.3515999999999999
501009.SH,生物科技LOF,汇添富基金,股票型,20161222,0.75,0.1,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,18.25,20230630,,,,,0.0022999999999999687,0.14924181963288105,-0.2468310470567806,0.5315273775216137,0.8601535450850519,-0.14056809905316822,-0.26812617702448216,-0.12042457381794791,0.36729999999999996
168301.SZ,东海祥龙LOF,东海基金,混合型,20161221,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,李珂,0.14,20230630,,,,,0.0,-0.05600000000000005,-0.13444220786100225,0.30799363447178363,0.4054281703322415,-0.09122993940201106,-0.18582838719132413,-0.07578075780757812,0.026899999999999924
161128.SZ,标普信息科技LOF,易方达基金,股票型,20161213,0.8,0.25,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,范冰,6.41,20230630,,,,,-0.0012999999999999678,0.2111745268849504,0.029436152570481003,0.4929314267143322,0.2882176870748301,0.2790756622026951,-0.21468441391155,0.4233082390545485,2.3842
161127.SZ,标普生物科技LOF,易方达基金,股票型,20161213,0.8,0.25,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,宋钊贤 庞亚平,3.06,20230630,,,,,-0.0013999999999999568,0.23220186242114738,-0.11449016100178894,0.33524651863003396,0.325628919737862,-0.21342759940463532,-0.18598364533351364,0.002407438153744085,0.20750000000000002
169201.SZ,浙商鼎盈LOF,浙商资管,混合型,20161207,1.5,0.25,沪深300指数收益率*70%+中国债券总指数收益率*30%,灵活配置型,E,马斌博,0.14,20230630,,,,,9.999999999998899e-05,-0.027394521095780826,-0.003083881578947371,0.19478242936687984,0.5289548632087684,0.12497177692481375,-0.26477671851480183,0.007438242118192923,0.47629999999999995
161125.SZ,标普500LOF,易方达基金,股票型,20161202,0.8,0.25,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,范冰,4.77,20230630,,,,,0.005400000000000071,0.09429082952058881,0.0014545454545452942,0.30774860488518896,0.07037425673312349,0.2325991765244101,-0.10954400848356305,0.1946412622804407,1.0064000000000002
161126.SZ,标普医疗保健LOF,易方达基金,股票型,20161128,0.8,0.25,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,宋钊贤,0.47,20230630,,,,,0.008299999999999974,0.10976698066435303,0.03463125785034987,0.25234546251644,0.07827487222572298,0.17446919031231733,-0.014153029632905831,0.04296918767507003,0.8616999999999999
501028.SH,财通福瑞混合LOF,财通基金,混合型,20161122,0.6,0.15,沪深300指数收益率*55%+上证国债指数收益率*45%,混合型,E,陈曦,0.77,20230630,,,,,0.00019999999999997797,-0.020895820835832864,-0.25222097416522005,0.40461559470162506,0.6384405988722537,-0.10728060286002496,-0.1411100033233632,0.01764432750348238,0.31499999999999995
160322.SZ,港股精选LOF,华夏基金,股票型,20161111,1.5,0.25,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,股票型,E,李湘杰 黄芳,3.51,20230630,,,,,-0.005900000000000016,0.3420840877087106,-0.2544214628297362,0.18409456226756452,0.45918186990957854,-0.1879247595643668,-0.23148770594588527,-0.07923390852001129,-0.012097979999999953
160223.SZ,创业板LOF,国泰基金,股票型,20161111,0.5,0.15,创业板指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,徐成城,1.89,20230630,,,,,-0.08389999999999997,-0.11438550534817726,-0.26152329307369987,0.4349132176234981,0.6524773203070482,0.16715934684684686,-0.2631007658445397,-0.007283142389525293,0.21310000000000007
161035.SZ,医药增强LOF,富国基金,股票型,20161111,1.2,0.2,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E,牛志冬 蔡卡尔,4.74,20230630,,,,,-0.06599999999999995,0.04496788008565302,-0.20389344262295078,0.601029601029601,0.6736334405144694,-0.047550432276656944,-0.24508320726172464,-0.05477621910487646,0.41500000000000004
501025.SH,香港银行LOF,鹏华基金,股票型,20161110,0.75,0.15,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,张羽翔,1.8,20230630,,,,,-0.018000000000000016,0.16770123130151618,-0.061308020552120535,0.0641847852305407,-0.17275777994369335,0.032777905033966305,0.055195836878794965,0.039332055149999316,0.07478732999999993
161124.SZ,港股小盘LOF,易方达基金,股票型,20161102,0.8,0.25,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,刘树荣,0.2,20230630,,,,,-0.012800000000000034,0.11132495948136142,-0.08248268319358369,0.1491316639741518,0.10552675511817952,-0.05317119694802095,-0.08906236884076225,-0.061596538072000696,0.019200000000000106
501050.SH,50AHLOF,华夏基金,股票型,20161027,0.5,0.1,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,华龙,23.34,20230630,,,,,-0.03400000000000003,0.2443064182194617,-0.12811980033277864,0.3187022900763357,0.1845151953690305,-0.05986560781918148,-0.14035087719298245,0.024187452758881352,0.355
501022.SH,银华鑫盛LOF,银华基金,混合型,20161014,1.5,0.25,沪深300指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,E,王海峰,44.8,20230630,,,,,0.0009999999999998899,-0.10089910089910077,-0.14555555555555555,0.47074122236671,0.7541998231653404,0.266633064516129,-0.1329088738559491,0.0766406608536027,1.346
160722.SZ,嘉实惠泽LOF,嘉实基金,混合型,20160929,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,邓力恒,0.85,20230630,,,,,-0.0024999999999999467,0.041608181271305375,-0.12031956877466542,0.3835523851203501,0.48647992425675424,-0.08561625172426891,-0.2546905708368932,0.014784625913721266,0.2999894999999999
165317.SZ,建信丰裕LOF,建信基金,混合型,20160929,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,灵活配置型,E,何珅华,0.29,20230630,,,,,-0.021700000000000053,0.036594091791883936,-0.15618221258134488,0.5115083537796472,0.783180026281209,-0.08231826260349394,-0.2889938592347661,-0.10755331163223288,0.3433999999999999
512100.SH,中证1000ETF,南方基金,股票型,20160929,0.5,0.1,中证1000指数,被动指数型,E,崔蕾,98.15,20230630,,,,,-0.05410000000000004,-0.13077492335341995,-0.3549799343305364,0.3454579721070487,0.31362935985432133,0.24173597782043094,-0.21201922713610996,0.04780305116764894,-0.03849382999999995
501023.SH,港中小企LOF,鹏华基金,股票型,20160929,0.75,0.15,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,,0.08,20211019,,,,,-0.010199999999999987,0.19961612284069097,-0.14059739167017232,0.07803015468964154,-0.005085823267641495,0.09082610680054784,,,0.19500000000000006
168105.SZ,九泰泰富,九泰基金,混合型,20160926,2.0,0.25,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,灵活配置型,E,刘源,0.32,20230630,,,,,-0.0033999999999999586,0.002909893638370473,-0.16426570628251302,0.3739525975580559,0.5621188360341524,0.30211935303959864,-0.3113890435602006,-0.09273541485259348,0.4587000000000001
167002.SZ,鼎越LOF,平安基金,混合型,20160920,1.5,0.25,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,E,薛冀颖,0.71,20230630,,,,,-0.008099999999999996,-0.051315656820244034,-0.1690934211924752,0.505435477682568,0.6191487554158525,0.5435752138097487,-0.3108535300316122,0.043600493218249096,1.1159
160642.SZ,鹏华增瑞LOF,鹏华基金,混合型,20160920,1.5,0.25,沪深300指数收益率*60%+中证综合债指数收益率*40%,灵活配置型,E,刘玉江,1.58,20230630,,,,,0.006799999999999917,0.030591974572904412,-0.19872783346183504,0.3973063973063972,0.48407917383821003,0.360278341548275,-0.20747719328160974,0.013661790017211753,0.8846
501026.SH,财通福享混合LOF,财通基金,混合型,20160918,1.5,0.25,沪深300指数收益率*55%+上证国债指数收益率*45%,灵活配置型,E,夏钦,1.27,20230630,,,,,-0.0121,-0.06154469075817387,-0.25153705101930757,0.324398328289379,0.2898803046789989,-0.09617006917496213,-0.20496546574575314,-0.10037567504108948,-0.23370000000000002
160421.SZ,华安智增LOF,华安基金,混合型,20160913,1.5,0.25,沪深300指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,E,王春,0.97,20230630,,,,,-0.032299999999999995,-0.01353725328097551,-0.21158479103383257,0.7573060573857597,0.5497014135611158,0.40300473147651333,-0.26169036609533075,-0.0403070113481188,1.0381
512680.SH,军工ETF龙头,广发基金,股票型,20160830,0.5,0.1,中证军工指数收益率,被动指数型,E,霍华明,44.3,20230630,,,,,-0.03649999999999998,-0.14611872146118726,-0.26285089318264665,0.2643375082399472,0.7090719499478623,0.14391397193410624,-0.26288419227948534,-0.008772723161797794,0.09600000000000009
512000.SH,券商ETF,华宝基金,股票型,20160830,0.5,0.1,中证全指证券公司指数,被动指数型,E,丰晨成 胡洁,238.4,20230630,,,,,-0.030000000000000027,-0.06853550448314955,-0.24405354574621088,0.4502487562189054,0.17899303803854316,-0.03654257595207546,-0.2608811511813821,0.22617473861314752,0.020299999999999985
168104.SZ,九泰锐丰LOF,九泰基金,混合型,20160830,1.5,0.25,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,灵活配置型,E,刘开运,0.34,20230630,,,,,-0.0038000000000000256,0.030315197751455535,-0.13953035174900127,0.4940951086956521,0.6865171984399943,-0.024373304894032815,-0.24544429304794185,-0.10815700505474872,0.46125372
160921.SZ,多策略LOF,大成基金,混合型,20160819,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,灵活配置型,E,邹建,11.76,20230630,,,,,0.0020000000000000018,-0.000999000999000889,-0.20350000000000001,0.4081967984934086,0.491399529478894,0.019138752548509202,0.06807512005591852,-0.0021978045514690027,0.8168651899999999
168103.SZ,九泰锐益LOF,九泰基金,混合型,20160811,2.0,0.25,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,灵活配置型,E,刘开运,2.04,20230630,,,,,-0.007000000000000006,-0.0020140986908358527,-0.18264379414732587,0.3703703703703704,0.6171171171171169,0.1593314763231198,-0.2513214800576645,-0.0937098844672658,0.4119999999999999
512810.SH,国防军工ETF,华宝基金,股票型,20160805,0.5,0.1,中证军工指数,被动指数型,E,胡洁,5.23,20230630,,,,,-0.07330000000000003,-0.12288272737080592,-0.28374723383329237,0.2525720164609053,0.7734428473648186,0.25079120030876106,-0.2552456183658356,0.0009943652635066853,0.20799999999999996
169105.SZ,东方红睿华LOF,东证资管,混合型,20160804,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E,李响,15.59,20230630,,,,,0.011700000000000044,0.678956212315904,-0.21975628421734278,0.5117184449146139,0.4219634330298329,-0.08917051497714408,-0.24653405593715913,-0.10939270515037883,0.7388670500000001
161834.SZ,银华鑫锐LOF,银华基金,混合型,20160801,1.5,0.25,沪深300指数收益率*50%+中国债券总指数收益率*50%,灵活配置型,E,王海峰,26.91,20230630,,,,,0.0009999999999998899,-0.06893106893106878,-0.19206008583690992,0.14741035856573703,0.7916666666666667,0.2906983462532299,-0.14704384237958149,0.0783439495790444,0.83772162
510810.SH,上海国企ETF,汇添富基金,股票型,20160728,0.45,0.1,中证上海国企指数,被动指数型,E,吴振翔,70.38,20230630,,,,,-0.020000000000000018,0.017755102040816297,-0.20794064567876472,0.21528621693456515,-0.003968255951972537,-0.03187250504458271,-0.13046380239905203,0.11754925241067088,-0.10025238000000003
165525.SZ,基建工程LOF,中信保诚基金,股票型,20160727,1.0,0.22,中证基建工程指数收益率*95%+金融同业存款利率*5%,被动指数型,E,黄稚,6.61,20230630,,,,,0.19999999999999996,-0.08040201005025115,-0.3057324840764331,-0.03538663171690698,-0.08831521739130428,0.22265275707898655,-0.12359824475865437,0.1906549853984147,-0.13949748743718596
512880.SH,证券ETF,国泰基金,股票型,20160726,0.5,0.1,中证全指证券公司指数收益率,被动指数型,E,艾小军,329.09,20230630,,,,,0.030000000000000027,-0.07427184466019418,-0.24863674496644292,0.45213508233324023,0.1744186046511628,-0.03837656492922015,-0.26131722260040846,0.22670199285796563,0.06489999999999996
512660.SH,军工ETF,国泰基金,股票型,20160726,0.5,0.1,中证军工指数收益率,被动指数型,E,艾小军,103.31,20230630,,,,,-0.021499999999999964,-0.13898824731732243,-0.269878946119155,0.23126929952868536,0.69376979936642,0.13746882793017468,-0.26363387229377916,-0.00530331224413848,0.06909999999999994
167001.SZ,鼎泰LOF,平安基金,混合型,20160721,1.5,0.25,沪深300指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,E,薛冀颖,3.78,20230630,,,,,-0.00029999999999996696,-0.20116034810443137,-0.2607062359128474,0.41971544715447134,0.6045096635647818,0.5726819837906164,-0.3363907143870266,0.04495262520481596,0.4668000000000001
164403.SZ,农业精选LOF,前海开源基金,混合型,20160720,1.5,0.25,中证大农业指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,灵活配置型,E,刘宏 吴国清,3.72,20230630,,,,,-0.010845986984815627,0.14364035087719287,-0.1016299137104505,0.27593582887700535,0.23973176865046103,0.03651115618661246,-0.11474233529028047,0.021221722791245994,0.5031453362255963
160635.SZ,医药LOF基金,鹏华基金,股票型,20160715,0.75,0.15,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,张羽翔,0.93,20230630,,,,,-0.026946107784431163,0.11270491803278698,-0.24264705882352952,0.27636363636363637,0.46913580246913583,-0.10859728506787326,-0.20159535895576505,-0.07266121707538607,0.018962075848303298
160225.SZ,新能源汽车LOF,国泰基金,股票型,20160701,0.5,0.2,国证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,吴中昊,23.93,20230630,,,,,-0.14261168384879713,0.14226956338325236,-0.36392171344165436,0.31446814685822083,0.924707440936189,0.3050934954686245,-0.261460027249154,-0.0525470126160437,0.43977211068909405
159949.SZ,创业板50ETF,华安基金,股票型,20160630,0.5,0.1,创业板50指数收益率,被动指数型,E,许之彦,175.15,20230630,,,,,-0.17910000000000004,-0.14833759590792842,-0.3754110078627591,0.5117875944151979,0.8875094625283876,0.17213443490815764,-0.2968589611989324,-0.059172749391727564,-0.033299999999999996
169104.SZ,东方红睿满LOF,东证资管,混合型,20160628,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E,孙伟,36.29,20230630,,,,,0.052999999999999936,0.5544159544159546,-0.2003910068426198,0.48939767620216273,0.7236315053164359,-0.017428349063292343,-0.2108789935084211,-0.07392607390297933,1.4035484
501021.SH,香港中小LOF,华宝基金,股票型,20160624,1.0,0.25,经人民币汇率调整的标普香港上市中国中小盘指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,4.15,20230630,,,,,0.06020000000000003,0.34358200509289827,-0.16656138134344076,0.30417342323120256,0.13958510568680063,-0.12949351096818654,-0.15033973217230687,-0.031131123359987595,0.248
501018.SH,南方原油LOF,南方基金,混合型,20160615,1.0,0.28,WTI原油价格收益率*60%+BRENT原油价格收益率*40%,原油主题基金,E,张其思,2.34,20230630,,,,,0.06719999999999993,-0.023988005997001356,-0.1355476624748009,0.33654063844238186,-0.5069026848479715,0.5297148746135346,0.33292162587019997,0.0486058461797657,0.2447999999999999
161727.SZ,招商增荣LOF,招商基金,混合型,20160603,1.5,0.15,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,姚飞军,0.54,20230630,,,,,-0.0040000000000000036,0.039195979899497524,-0.1150870406189555,0.312568306010929,0.3497085761865112,0.03269586674892038,-0.14516129032258057,0.01747030048916835,0.45599999999999996
160519.SZ,博时睿利LOF,博时基金,混合型,20160531,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*50%,灵活配置型,E,陈曦,0.51,20230630,,,,,-0.007000000000000006,0.010070493454179152,-0.22233300099700887,0.6102564102564102,0.4665605095541402,0.2057546145494028,-0.2156686177397569,-0.044750430292599,0.665
