ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
009699.OF,长信浦瑞87个月定开,长信基金,20200810,债券型,债券型,每个封闭期的业绩比较基准为该封闭期起始日的三年期定期存款利率(税后)+1%,0.15,0.05
009879.OF,平安低碳经济C,平安基金,20200810,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*25%+恒生综合指数收益率(经汇率调整)*15%,1.5,0.25
161838.OF,银华创业板两年定开,银华基金,20200807,混合型,混合型,创业板创新指数收益率*50%+中债综合财富指数收益率*40%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25
009248.OF,易方达磐恒九个月持有C,易方达基金,20200807,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15
007989.OF,融通通恒63个月定开C,融通基金,20200807,债券型,债券型,三年期银行定期存款利率(税后)+1.25%,0.15,0.05
160516.OF,博时中证全指证券公司,博时基金,20200807,股票型,被动指数型,中证全指证券公司指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,0.5,0.1
009985.OF,永赢迅利中高等级短债E,永赢基金,20200807,债券型,债券型,中债综合全价(1年以下)指数收益率,0.3,0.1
007988.OF,融通通恒63个月定开A,融通基金,20200807,债券型,债券型,三年期银行定期存款利率(税后)+1.25%,0.15,0.05
008366.OF,广发汇明一年定开,广发基金,20200807,债券型,债券型,中债综合财富(总值)指数收益率*90%+银行一年期定期存款利率(税后)*10%,0.3,0.1
009247.OF,易方达磐恒九个月持有A,易方达基金,20200807,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15
009860.OF,易方达中证银行C,易方达基金,20200807,股票型,被动指数型,中证银行指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
009970.OF,财通内需增长12个月定开,财通基金,20200807,混合型,混合型,沪深300指数收益率*75%+中债综合全价指数收益率*25%,0.8,0.2
008363.OF,广发民丰一年定开,广发基金,20200807,债券型,债券型,中债综合财富(总值)指数收益率*90%+银行一年期定期存款利率(税后)*10%,0.3,0.1
009533.OF,太平恒泽63个月定开,太平基金,20200807,债券型,债券型,该封闭期起始日公布的三年定期存款利率(税后)+1%,0.15,0.05
008709.OF,银河龙头,银河基金,20200806,股票型,股票型,沪深300指数收益率*55%+恒生指数收益率(使用估值汇率折算)*30%+中债综合全价指数收益率*15%,1.5,0.25
160517.OF,博时中证银行,博时基金,20200806,股票型,被动指数型,中证银行指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,0.5,0.15
009701.OF,长江添利C,长江资管,20200806,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.8,0.25
009700.OF,长江添利A,长江资管,20200806,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.8,0.25
009888.OF,广发稳健优选六个月持有C,广发基金,20200806,混合型,混合型,中证全债指数收益率*50%+沪深300指数收益率*40%+人民币计价的恒生指数收益率*10%,1.5,0.2
009887.OF,广发稳健优选六个月持有A,广发基金,20200806,混合型,混合型,中证全债指数收益率*50%+沪深300指数收益率*40%+人民币计价的恒生指数收益率*10%,1.5,0.2
009151.OF,国寿安保策略优选3个月持有,国寿安保基金,20200806,混合型,混合型,中债综合(全价)指数收益率*75%+中证800指数收益率*20%+一年期定期存款利率*5%,0.8,0.2
008722.OF,永赢欣益一年定开债,永赢基金,20200806,债券型,债券型,中债综合财富(总值)指数收益率,0.3,0.1
008131.OF,景顺长城竞争优势,景顺长城基金,20200806,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债券指数收益率*20%,1.5,0.25
009615.OF,南方0-2年国开债A,南方基金,20200806,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
009616.OF,南方0-2年国开债C,南方基金,20200806,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
009839.OF,国金惠丰39个月定开,国金基金,20200806,债券型,债券型,该封闭期起始日公布的三年定期存款利率(税后)+1.00%,0.15,0.05
009917.OF,格林泓利C,格林基金,20200805,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.3,0.1
008986.OF,广发上海金ETF联接A,广发基金,20200805,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率*95%+活期存款利率(税后)*5%,0.5,0.1
009916.OF,格林泓利A,格林基金,20200805,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.3,0.1
009411.OF,中银科技创新一年定开,中银基金,20200805,混合型,混合型,中国战略新兴产业成份指数收益率*60%+恒生指数收益率*20%+中债综合(总值)指数收益率*20%,1.5,0.25
009245.OF,国寿安保稳丰6个月持有C,国寿安保基金,20200805,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.8,0.15
009244.OF,国寿安保稳丰6个月持有A,国寿安保基金,20200805,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.8,0.15
009348.OF,中融价值成长6个月持有C,中融基金,20200805,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*25%+恒生指数收益率*10%,1.5,0.25
009347.OF,中融价值成长6个月持有A,中融基金,20200805,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*25%+恒生指数收益率*10%,1.5,0.25
009328.OF,东兴兴晟C,东兴基金,20200805,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.0,0.2
009034.OF,建信上海金ETF联接C,建信基金,20200805,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率*95%+银行活期存款收益率(税后)*5%,0.5,0.1
009033.OF,建信上海金ETF联接A,建信基金,20200805,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率*95%+银行活期存款收益率(税后)*5%,0.5,0.1
007141.OF,嘉合稳健增长A,嘉合基金,20200805,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.2,0.1
009327.OF,东兴兴晟A,东兴基金,20200805,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.0,0.2
007142.OF,嘉合稳健增长C,嘉合基金,20200805,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,1.2,0.1
009254.OF,蜂巢添禧87个月定开债,蜂巢基金,20200805,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+1%,0.15,0.05
008987.OF,广发上海金ETF联接C,广发基金,20200805,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率*95%+活期存款利率(税后)*5%,0.5,0.1
090023.OF,大成安汇金融C,大成基金,20200804,债券型,债券型,中债金融债总财富指数收益率,0.27,0.08
920922.OF,中金精选C,中金公司,20200804,股票型,股票型,沪深300指数收益率*90%+中证全债指数收益率*5%+活期存款利率*5%,1.5,0.2
009705.OF,南方景气驱动C,南方基金,20200804,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
009704.OF,南方景气驱动A,南方基金,20200804,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
009584.OF,华富63个月定开,华富基金,20200804,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构三年期银行定期存款利率(税后)+1.0%,0.15,0.05
920002.OF,中金精选A,中金公司,20200804,股票型,股票型,沪深300指数收益率*90%+中证全债指数收益率*5%+活期存款利率*5%,1.5,0.2
009674.OF,嘉合慧康63个月定开C,嘉合基金,20200804,债券型,债券型,同期三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05
001516.OF,大成安汇金融E,大成基金,20200804,债券型,债券型,中债金融债总财富指数收益率,0.27,0.08
009673.OF,嘉合慧康63个月定开A,嘉合基金,20200804,债券型,债券型,同期三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05
009827.OF,民生加银家盈6个月持有期C,民生加银基金,20200804,债券型,债券型,中债综合指数收益率*80%+沪深300收益率*10%+恒生综合指数收益率*10%,0.7,0.2
009826.OF,民生加银家盈6个月持有期A,民生加银基金,20200804,债券型,债券型,中债综合指数收益率*80%+沪深300收益率*10%+恒生综合指数收益率*10%,0.7,0.2
091023.OF,大成安汇金融A,大成基金,20200804,债券型,债券型,中债金融债总财富指数收益率,0.27,0.08
008777.OF,华安沪深300ETF联接C,华安基金,20200803,股票型,被动指数型,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,0.15,0.05
009444.OF,国泰添福一年定开,国泰基金,20200803,债券型,债券型,中证综合债指数收益率,0.3,0.1
008341.OF,华富中债-安徽省公司信用类债券指数C,华富基金,20200803,债券型,被动指数型,中债-安徽省公司信用类债券指数收益率*95%+银行活期存款利率(税后)*5,0.15,0.05
008776.OF,华安沪深300ETF联接A,华安基金,20200803,股票型,被动指数型,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,0.15,0.05
008340.OF,华富中债-安徽省公司信用类债券指数A,华富基金,20200803,债券型,被动指数型,中债-安徽省公司信用类债券指数收益率*95%+银行活期存款利率(税后)*5,0.15,0.05
008102.OF,中金鑫福87个月定开,中金基金,20200803,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.5%,0.15,0.05
009895.OF,上投摩根瑞盛87个月定开,上投摩根基金,20200803,债券型,债券型,该封闭期起始日公布的三年定期存款利率(税后)+1.25%,0.15,0.05
009761.OF,光大保德信尊合87个月定开,光大保德信基金,20200803,债券型,债券型,为该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.15,0.05
009666.OF,兴全恒祥88个月定开,兴证全球基金,20200803,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.5%,0.15,0.05
009386.OF,创金合信泰享39个月定开,创金合信基金,20200731,债券型,债券型,封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.15,0.05
009583.OF,淳厚安裕87个月定开,淳厚基金,20200731,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.75%,0.15,0.05
009815.OF,泰达宏利乐盈66个月C,泰达宏利基金,20200731,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+1.25%,0.15,0.05
008229.OF,鑫元安硕两年定开债,鑫元基金,20200731,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构两年期定期存款利率(税后)+0.8%,0.17,0.08
009716.OF,博时恒盛一年持有期A,博时基金,20200731,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+恒生综合指数收益率*5%+银行活期存款利率(税后)*5%,0.8,0.2
009814.OF,泰达宏利乐盈66个月A,泰达宏利基金,20200731,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+1.25%,0.15,0.05
009975.OF,华宝标普美国品质人民币C,华宝基金,20200731,股票型,被动指数型,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,1.0,0.25
008560.OF,中邮淳悦39个月定开A,中邮基金,20200731,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.15,0.05
009717.OF,博时恒盛一年持有期C,博时基金,20200731,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+恒生综合指数收益率*5%+银行活期存款利率(税后)*5%,0.8,0.2
008850.OF,景顺长城价值稳进三年定开,景顺长城基金,20200731,混合型,灵活配置型,中债综合指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,1.5,0.25
008561.OF,中邮淳悦39个月定开C,中邮基金,20200731,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.15,0.05
009475.OF,汇丰晋信慧盈,汇丰晋信基金,20200730,混合型,混合型,中债新综合指数收益率*65%+中证800指数收益率*35%,0.8,0.2
009780.OF,德邦锐泽86个月定开,德邦基金,20200730,债券型,债券型,每个封闭期的业绩比较基准为该封闭期起始日的三年期定期存款利率(税后)+0.5%,0.15,0.05
009751.OF,汇安价值蓝筹C,汇安基金,20200730,混合型,混合型,沪深300指数收益率*80%+中证全债指数收益率*20%,1.5,0.25
009750.OF,汇安价值蓝筹A,汇安基金,20200730,混合型,混合型,沪深300指数收益率*80%+中证全债指数收益率*20%,1.5,0.25
009857.OF,博时价值臻选两年持有A,博时基金,20200729,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富(总值)指数收益率*20%,1.5,0.2
009363.OF,招商丰盈积极配置C,招商基金,20200729,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
009572.OF,南方养老2040三年,南方基金,20200729,混合型,混合型,上证国债指数收益率*50%沪深300指数收益率*45%+中证港股通综合指数(人民币)收益率*5%,1.0,0.2
009728.OF,中银证券安泰A,中银证券,20200729,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.8,0.1
009362.OF,招商丰盈积极配置A,招商基金,20200729,混合型,混合型,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
009731.OF,中信保诚安鑫回报C,中信保诚基金,20200729,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.7,0.15
007619.OF,中欧润逸63个月定开,中欧基金,20200729,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.50%,0.15,0.05
009835.OF,融通新能源汽车C,融通基金,20200729,混合型,灵活配置型,中证新能源汽车指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证香港100指数收益率*10%,1.5,0.25
009687.OF,华夏磐利一年定开C,华夏基金,20200729,混合型,混合型,中证800指数收益率*70%+上证国债指数收益率*30%,0.6,0.2
009841.OF,东财量化精选C,西藏东财基金,20200729,混合型,混合型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.1
009730.OF,中信保诚安鑫回报A,中信保诚基金,20200729,债券型,债券型,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.7,0.15
009686.OF,华夏磐利一年定开A,华夏基金,20200729,混合型,混合型,中证800指数收益率*70%+上证国债指数收益率*30%,0.6,0.2
009840.OF,东财量化精选A,西藏东财基金,20200729,混合型,混合型,中证800指数收益率*80%+中证综合债指数收益率*20%,1.5,0.1
008537.OF,兴银研究精选A,兴银基金,20200729,股票型,普通股票型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.2
009543.OF,申万菱信安泰富利三年定开A,申万菱信基金,20200729,债券型,债券型,中国人民银行公布的三年银行定期整存整取存款利率(税后)+1.00%,0.15,0.05
008538.OF,兴银研究精选C,兴银基金,20200729,股票型,普通股票型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.2
009749.OF,西部利得尊泰86个月定开,西部利得基金,20200729,债券型,债券型,该封闭期起始日的三年期银行定期存款收益率(税后)+1%,0.15,0.05
009544.OF,申万菱信安泰富利三年定开C,申万菱信基金,20200729,债券型,债券型,中国人民银行公布的三年银行定期整存整取存款利率(税后)+1.00%,0.15,0.05
009858.OF,博时价值臻选两年持有C,博时基金,20200729,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富(总值)指数收益率*20%,1.5,0.2
009635.OF,鹏华安睿两年持有期C,鹏华基金,20200729,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.2
009634.OF,鹏华安睿两年持有期A,鹏华基金,20200729,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.6,0.2
009729.OF,中银证券安泰C,中银证券,20200729,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.8,0.1
009828.OF,融通转型三动力C,融通基金,20200729,混合型,灵活配置型,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,1.5,0.25
519717.OF,交银中高等级信用债,交银施罗德基金,20200728,债券型,债券型,中债高信用等级债券财富指数收益率*95%+人民币银行活期存款利率(税后)*5%,0.2,0.1
519722.OF,交银裕惠纯债,交银施罗德基金,20200728,债券型,债券型,中债综合全价指数收益率,0.3,0.1
009585.OF,中信建投稳丰63个月,中信建投基金,20200728,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+0.5%,0.15,0.05
009539.OF,兴业睿进A,兴业基金,20200727,混合型,混合型,沪深300指数收益率*60%+中债综合全价指数收益率*40%,1.5,0.2
009540.OF,兴业睿进C,兴业基金,20200727,混合型,混合型,沪深300指数收益率*60%+中债综合全价指数收益率*40%,1.5,0.2
009833.OF,创金合信泰博66个月,创金合信基金,20200727,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+0.5%,0.15,0.05
009863.OF,富国创新趋势,富国基金,20200727,股票型,股票型,中证800指数收益率*80%+恒生港股通指数收益率(使用估值汇率折算)*10%+中债综合全价指数收益率*10%,1.5,0.25
007600.OF,泰康润颐63个月,泰康资产,20200727,债券型,债券型,该封闭期起始日的中债5年期国开债到期收益率,0.15,0.05
008249.OF,工银深证100ETF联接A,工银瑞信基金,20200724,股票型,被动指数型,深证100指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.45,0.1
008737.OF,南方高股息主题C,南方基金,20200724,股票型,股票型,中证红利指数收益率*70%+上证国债指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
008736.OF,南方高股息主题A,南方基金,20200724,股票型,股票型,中证红利指数收益率*70%+上证国债指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
009504.OF,富国上海金ETF联接A,富国基金,20200724,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
009505.OF,富国上海金ETF联接C,富国基金,20200724,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
004930.OF,华润元大价值优选A,华润元大基金,20200724,混合型,混合型,沪深300指数收益率*75%+中债总指数(全价)收益率*15%+恒生指数收益率*10%,1.5,0.25
004931.OF,华润元大价值优选C,华润元大基金,20200724,混合型,混合型,沪深300指数收益率*75%+中债总指数(全价)收益率*15%+恒生指数收益率*10%,1.5,0.25
009802.OF,东海祥泰三年定开,东海基金,20200724,债券型,债券型,中证综合债指数收益率,0.15,0.05
009715.OF,汇添富策略增长两年,汇添富基金,20200724,混合型,灵活配置型,中证800指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
009809.OF,易方达恒智63个月定开,易方达基金,20200724,债券型,债券型,每个封闭期起始日中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05
000089.OF,民生加银高等级信用债C,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1
000134.OF,中信保诚嘉鸿A,中信保诚基金,20200724,债券型,债券型,中债综合财富(总值)指数收益率,0.2,0.05
000135.OF,中信保诚嘉鸿C,中信保诚基金,20200724,债券型,债券型,中债综合财富(总值)指数收益率,0.2,0.05
009834.OF,东方红鑫泰66个月定开债,东证资管,20200724,债券型,债券型,同期中国人民银行公布的三年期银行定期存款利率(税后)+1.25%,0.15,0.05
000090.OF,民生加银高等级信用债A,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1
009808.OF,易方达创新成长,易方达基金,20200724,混合型,混合型,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,1.5,0.25
000715.OF,民生加银高等级信用债E,民生加银基金,20200724,债券型,债券型,中债高信用等级债券财富指数,0.3,0.1
008863.OF,中银证券汇兴一年定开,中银证券,20200724,债券型,债券型,中债综合全价指数收益率,0.3,0.1
008250.OF,工银深证100ETF联接C,工银瑞信基金,20200724,股票型,被动指数型,深证100指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.45,0.1
008412.OF,长盛竞争优势A,长盛基金,20200723,股票型,股票型,沪深300指数收益率*85%+中证综合债指数收益率*15%,1.5,0.25
008413.OF,长盛竞争优势C,长盛基金,20200723,股票型,股票型,沪深300指数收益率*85%+中证综合债指数收益率*15%,1.5,0.25
009866.OF,永赢瑞宁87个月定开债,永赢基金,20200723,债券型,债券型,同期三年期银行定期存款利率(税后)+0.25%,0.15,0.05
009736.OF,汇添富稳健收益A,汇添富基金,20200723,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,1.0,0.2
009737.OF,汇添富稳健收益C,汇添富基金,20200723,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,1.0,0.2
009725.OF,东方红优质甄选一年持有A,东证资管,20200723,混合型,混合型,中债综合指数收益率*90%+沪深300指数收益率*8%+恒生指数收益率*2%,0.7,0.2
009795.OF,嘉实远见精选两年持有期,嘉实基金,20200723,混合型,混合型,沪深300指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,1.5,0.25
009569.OF,浙商智多宝稳健一年持有期C,浙商基金,20200723,混合型,混合型,中债综合全价指数收益*75%+沪深300指数收益率*12%+一年期人民币定期存款基准利率(税后)*10%+恒生指数收益率*3%,1.5,0.15
009711.OF,招商添盛78个月定开债,招商基金,20200723,债券型,债券型,三年期定期存款利率(税后)+0.5%,0.15,0.05
009568.OF,浙商智多宝稳健一年持有期A,浙商基金,20200723,混合型,混合型,中债综合全价指数收益*75%+沪深300指数收益率*12%+一年期人民币定期存款基准利率(税后)*10%+恒生指数收益率*3%,1.5,0.15
008945.OF,上投摩根MSCI中国A股ETF联接C,上投摩根基金,20200722,股票型,被动指数型,MSCI中国A股人民币指数收益率*95%+活期存款利率(税后)*5%,0.15,0.05
009384.OF,大摩MSCI中国A股增强,摩根士丹利华鑫基金,20200722,股票型,增强指数型,MSCI中国A股指数收益率*85%+银行活期存款利率(税后)*10%+恒生指数收益率*5%,1.2,0.25
009550.OF,汇添富开放视野中国优势A,汇添富基金,20200722,股票型,股票型,MSCI中国A股指数收益率*80%+中债综合全价指数收益率*20%,1.5,0.25
009269.OF,创金合信稳健增利6个月持有期C,创金合信基金,20200722,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.8,0.2
009369.OF,浦银安盛价值精选C,浦银安盛基金,20200722,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
009551.OF,汇添富开放视野中国优势C,汇添富基金,20200722,股票型,股票型,MSCI中国A股指数收益率*80%+中债综合全价指数收益率*20%,1.5,0.25
009242.OF,中加核心智造A,中加基金,20200722,混合型,混合型,中证500指数收益率*70%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.1
009368.OF,浦银安盛价值精选A,浦银安盛基金,20200722,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
008944.OF,上投摩根MSCI中国A股ETF联接A,上投摩根基金,20200722,股票型,被动指数型,MSCI中国A股人民币指数收益率*95%+活期存款利率(税后)*5%,0.15,0.05
009243.OF,中加核心智造C,中加基金,20200722,混合型,混合型,中证500指数收益率*70%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.1
009268.OF,创金合信稳健增利6个月持有期A,创金合信基金,20200722,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.8,0.2
007723.OF,鹏华锦润86个月定开,鹏华基金,20200722,债券型,债券型,三年期银行定期存款基准利率(税后)+0.5%,0.15,0.05
009851.OF,上银聚远盈42个月定开,上银基金,20200722,债券型,债券型,三年期定期存款利率(税后)+1.5%,0.15,0.05
009573.OF,南方养老2045三年,南方基金,20200722,混合型,混合型,上证国债指数收益率*50%沪深300指数收益率*45%+中证港股通综合指数(人民币)收益率*5%,1.0,0.2
009670.OF,东方红益丰纯债,东证资管,20200721,债券型,债券型,中债综合指数收益率*80%+同期中国人民银行公布的一年期银行定期存款(税后)收益率*20%,0.3,0.05
009681.OF,南方创新精选一年定期A,南方基金,20200721,混合型,混合型,中证800指数收益率*45%+中债总指数收益率*30%+中国战略新兴产业成份指数收益率*15%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
009759.OF,鹏扬淳安66个月A,鹏扬基金,20200721,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05
009787.OF,鹏华聚合多资产,鹏华基金,20200721,混合型,混合型,中债综合财富指数收益率*80%+中证800指数收益率*15%+恒生中国企业指数收益率(经汇率估值调整)*5%,0.6,0.1
009102.OF,鹏扬红利优选A,鹏扬基金,20200721,混合型,混合型,中证红利指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通高股息投资指数收益率*10%,1.5,0.25
009103.OF,鹏扬红利优选C,鹏扬基金,20200721,混合型,混合型,中证红利指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通高股息投资指数收益率*10%,1.5,0.25
009760.OF,鹏扬淳安66个月C,鹏扬基金,20200721,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%,0.15,0.05
009870.OF,嘉实产业先锋C,嘉实基金,20200721,混合型,混合型,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,1.5,0.25
009682.OF,南方创新精选一年定期C,南方基金,20200721,混合型,混合型,中证800指数收益率*45%+中债总指数收益率*30%+中国战略新兴产业成份指数收益率*15%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
009869.OF,嘉实产业先锋A,嘉实基金,20200721,混合型,混合型,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,1.5,0.25
485022.OF,工银瑞信尊益中短债F,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05
485122.OF,工银瑞信尊益中短债C,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05
009655.OF,工银瑞信尊益中短债A,工银瑞信基金,20200720,债券型,债券型,中债综合财富指数(1-3年)指数收益率,0.3,0.05
009238.OF,兴业绿色纯债一年定开C,兴业基金,20200717,债券型,债券型,中债—中国绿色债券全价指数收益率,0.3,0.1
009223.OF,宝盈现代服务业A,宝盈基金,20200717,混合型,混合型,中证服务业指数收益率*70%+中证综合债券指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
009194.OF,泰达宏利中证申万绩优策略指数增强型A,泰达宏利基金,20200717,股票型,增强指数型,中证申万绩优策略指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
009195.OF,泰达宏利中证申万绩优策略指数增强型C,泰达宏利基金,20200717,股票型,增强指数型,中证申万绩优策略指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
009732.OF,兴业稳泰66个月定开,兴业基金,20200717,债券型,债券型,该封闭期起始日的三年期定存利率(税后)+1%,0.15,0.05
009663.OF,华泰紫金科技创新3年封闭运作A,华泰证券资管,20200717,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,1.2,0.2
009224.OF,宝盈现代服务业C,宝盈基金,20200717,混合型,混合型,中证服务业指数收益率*70%+中证综合债券指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
