ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
920008.OF,中金进取回报A,中金公司,20201224,混合型,灵活配置型,中债新综合全价指数收益率*55%+中证800指数收益率*35%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,1.5,0.2
010571.OF,新沃创新领航C,新沃基金,20201224,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.15
010570.OF,新沃创新领航A,新沃基金,20201224,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.15
010274.OF,嘉实价值长青C,嘉实基金,20201224,混合型,混合型,沪深300指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,1.5,0.25
010404.OF,博道盛利6个月持有,博道基金,20201224,混合型,混合型,中债综合全价(总值)指数收益率*75%+中证800指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,0.8,0.15
920928.OF,中金进取回报C,中金公司,20201224,混合型,灵活配置型,中债新综合全价指数收益率*55%+中证800指数收益率*35%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,1.5,0.2
010644.OF,富国全球健康生活人民币,富国基金,20201224,混合型,混合型,中证健康产业指数收益率*45%+中证香港创新药指数收益率*45%+人民币活期存款利率(税后)*10%,1.8,0.35
008300.OF,人保量化锐进A,人保资产,20201223,混合型,混合型,中证500指数收益率*45%+创业板指数收益率*40%+中债综合全价指数收益率*10%+商业银行活期存款利率*5%,1.5,0.25
008301.OF,人保量化锐进C,人保资产,20201223,混合型,混合型,中证500指数收益率*45%+创业板指数收益率*40%+中债综合全价指数收益率*10%+商业银行活期存款利率*5%,1.5,0.25
010916.OF,交银施罗德臻选回报A,交银施罗德基金,20201223,混合型,混合型,中证综合债券指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率*5%,0.6,0.15
011068.OF,华宝资源优选C,华宝基金,20201223,混合型,混合型,中证内地资源主题指数收益率*80%+上证国债指数收益率*20%,1.5,0.25
009726.OF,招商中证500等权重指数增强A,招商基金,20201223,股票型,增强指数型,中证500等权重指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,1.2,0.25
009727.OF,招商中证500等权重指数增强C,招商基金,20201223,股票型,增强指数型,中证500等权重指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,1.2,0.25
010739.OF,大成优选升级一年持有期C,大成基金,20201223,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*30%+恒生指数收益率*10%,1.5,0.25
010738.OF,大成优选升级一年持有期A,大成基金,20201223,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*30%+恒生指数收益率*10%,1.5,0.25
010782.OF,兴业聚申一年持有C,兴业基金,20201223,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,1.0,0.2
010613.OF,中融产业趋势一年定开A,中融基金,20201223,混合型,混合型,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率*10%,1.5,0.25
010811.OF,湘财久盈中短债C,湘财基金,20201223,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+银行一年期定期存款(税后)利率*20%,0.3,0.1
011080.OF,鹏华尊和一年定开债,鹏华基金,20201223,债券型,债券型,中证综合债指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1
010614.OF,中融产业趋势一年定开C,中融基金,20201223,混合型,混合型,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率*10%,1.5,0.25
010810.OF,湘财久盈中短债A,湘财基金,20201223,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+银行一年期定期存款(税后)利率*20%,0.3,0.1
009859.OF,银华乐享A,银华基金,20201223,混合型,混合型,中证800指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中债综合指数收益率*20%,1.5,0.25
010781.OF,兴业聚申一年持有A,兴业基金,20201223,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,1.0,0.2
010175.OF,英大智享C,英大基金,20201223,债券型,债券型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+银行活期存款利率(税后)*5%,0.6,0.1
010174.OF,英大智享A,英大基金,20201223,债券型,债券型,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+银行活期存款利率(税后)*5%,0.6,0.1
010983.OF,兴银汇泽87个月定开,兴银基金,20201222,债券型,债券型,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1%,0.15,0.05
010594.OF,广发睿选三年持有,广发基金,20201222,混合型,混合型,沪深300指数收益率*55%+中证全债指数收益率*25%+人民币计价的恒生指数收益率*20%,1.5,0.25
010537.OF,泰康优势企业C,泰康基金,20201222,混合型,混合型,沪深300指数收益率*75%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率*10%,1.5,0.25
010746.OF,富安达长三角区域主题,富安达基金,20201222,混合型,混合型,中证长三角领先指数收益率*70%+中债总指数收益率*30%,1.5,0.25
010405.OF,惠升医药健康6个月持有,惠升基金,20201222,混合型,混合型,中信医药指数收益率*60%+恒生医疗保健指数收益率*20%+中债综合全价指数收益率*20%,1.5,0.15
010551.OF,淳厚欣颐一年持有,淳厚基金,20201222,混合型,混合型,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+经人民币汇率调整的中证港股通综合指数收益率*20%,1.5,0.2
010601.OF,光大保德信安瑞一年持有C,光大保德信基金,20201222,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+中证港股通综合指数收益率*3%,0.8,0.2
010819.OF,安信稳健回报6个月持有A,安信基金,20201222,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*10%,0.8,0.2
010600.OF,光大保德信安瑞一年持有A,光大保德信基金,20201222,债券型,债券型,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*7%+中证港股通综合指数收益率*3%,0.8,0.2
010860.OF,富国中债0-2年国开行C,富国基金,20201222,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
010859.OF,富国中债0-2年国开行A,富国基金,20201222,债券型,被动指数型,中债-0-2年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
009837.OF,华夏磐锐一年定开A,华夏基金,20201222,混合型,混合型,中证800指数收益率*70%+中债综合指数收益率*30%,0.6,0.2
010864.OF,泓德卓远A,泓德基金,20201222,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
010865.OF,泓德卓远C,泓德基金,20201222,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
010820.OF,安信稳健回报6个月持有C,安信基金,20201222,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*10%,0.8,0.2
010536.OF,泰康优势企业A,泰康基金,20201222,混合型,混合型,沪深300指数收益率*75%+中债新综合全价(总值)指数收益率*15%+恒生指数收益率*10%,1.5,0.25
009838.OF,华夏磐锐一年定开C,华夏基金,20201222,混合型,混合型,中证800指数收益率*70%+中债综合指数收益率*30%,0.6,0.2
010310.OF,德邦锐裕利率债C,德邦基金,20201221,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1
010309.OF,德邦锐裕利率债A,德邦基金,20201221,债券型,债券型,中债-国债及政策性银行债指数收益率,0.3,0.1
011061.OF,广发安悦回报C,广发基金,20201221,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1
010922.OF,朱雀匠心一年持有,朱雀基金,20201221,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中债综合全价(总值)指数收益率*25%,1.5,0.2
011024.OF,东兴兴利D,东兴基金,20201218,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.7,0.2
010989.OF,南方中证全指房地产ETF联接E,南方基金,20201218,股票型,被动指数型,中证全指房地产指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
010244.OF,平安瑞尚六个月持有C,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1
010990.OF,南方中证申万有色金属ETF联接E,南方基金,20201218,股票型,被动指数型,中证申万有色金属指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1
010239.OF,平安瑞尚六个月持有A,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1
009305.OF,汇安恒利39个月定开,汇安基金,20201218,债券型,债券型,该封闭期起始日公布的三年期定期存款利率(税后)+1.5%,0.3,0.1
010507.OF,招商添锦1年定开债,招商基金,20201218,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
011020.OF,财通资管消费精选C,财通证券资管,20201218,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25
010659.OF,民生加银质量领先A,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25
010660.OF,民生加银质量领先C,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25
010140.OF,宝盈盈沛C,宝盈基金,20201217,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
010339.OF,国投瑞银远见成长C,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25
010287.OF,海富通成长价值C,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25
010338.OF,国投瑞银远见成长A,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25
011057.OF,汇添富丰利短债C,汇添富基金,20201217,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.08
010286.OF,海富通成长价值A,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25
010139.OF,宝盈盈沛A,宝盈基金,20201217,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
009978.OF,银华招利一年持有期C,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2
010964.OF,鹏华可转债C,鹏华基金,20201217,债券型,债券型,中证可转换债券指数收益率*60%+中债总指数收益率*30%+沪深300指数收益率*10%,1.0,0.2
009977.OF,银华招利一年持有期A,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2
010342.OF,招商产业精选C,招商基金,20201216,股票型,股票型,沪深300指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
010402.OF,新华安康多元收益一年持有C,新华基金,20201216,混合型,混合型,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,0.7,0.15
010252.OF,长江安享纯债18个月定开C,长江资管,20201216,债券型,债券型,封闭期起始日公布的12个月银行定期存款利率(税后)+2.0%,0.15,0.05
010806.OF,西藏东财中证新能源汽车联接C,西藏东财基金,20201216,股票型,被动指数型,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.05
010251.OF,长江安享纯债18个月定开A,长江资管,20201216,债券型,债券型,封闭期起始日公布的12个月银行定期存款利率(税后)+2.0%,0.15,0.05
010162.OF,广发瑞安精选C,广发基金,20201216,股票型,股票型,沪深300指数收益率*65%+中证全债指数收益率*20%+人民币计价的恒生指数收益率*15%,1.5,0.25
010756.OF,兴华永兴A,兴华基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25
010757.OF,兴华永兴C,兴华基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25
202305.OF,南方旺元60天滚动持有A,南方基金,20201216,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.05
010232.OF,国寿安保泰安纯债,国寿安保基金,20201216,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1
010314.OF,大摩内需增长A,摩根士丹利华鑫基金,20201216,混合型,混合型,沪深300指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25
009810.OF,易方达悦通一年持有A,易方达基金,20201216,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15
010161.OF,广发瑞安精选A,广发基金,20201216,股票型,股票型,沪深300指数收益率*65%+中证全债指数收益率*20%+人民币计价的恒生指数收益率*15%,1.5,0.25
009811.OF,易方达悦通一年持有C,易方达基金,20201216,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15
010617.OF,兴业消费精选A,兴业基金,20201216,混合型,混合型,中证内地消费主题指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.15
010488.OF,鹏华优选成长A,鹏华基金,20201216,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25
010566.OF,东方恒瑞短债B,东方基金,20201216,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.08
010525.OF,富国天兴回报C,富国基金,20201216,混合型,混合型,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.15
010515.OF,富国天兴回报A,富国基金,20201216,混合型,混合型,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.15
010775.OF,博时恒旭一年持有A,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15
010567.OF,东方恒瑞短债C,东方基金,20201216,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.08
009904.OF,民生加银中证200指数增强A,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2
010805.OF,西藏东财中证新能源汽车联接A,西藏东财基金,20201216,股票型,被动指数型,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.05
010489.OF,鹏华优选成长C,鹏华基金,20201216,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25
010723.OF,中欧价值成长A,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010631.OF,惠升和韵66个月定开债,惠升基金,20201216,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的三年期银行定期存款利率(税后)+0.75%,0.15,0.05
010565.OF,东方恒瑞短债A,东方基金,20201216,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.08
010267.OF,兴全安泰积极养老目标五年A,兴证全球基金,20201216,混合型,混合型,中证偏股型基金指数收益率*70%+中债综合(全价)指数收益率*30%,0.8,0.15
010768.OF,建信利率债策略纯债C,建信基金,20201216,债券型,债券型,中债-国债及政策性银行债指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
010776.OF,博时恒旭一年持有C,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15
010767.OF,建信利率债策略纯债A,建信基金,20201216,债券型,债券型,中债-国债及政策性银行债指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
009626.OF,浦银安盛养老2040三年持有,浦银安盛基金,20201216,混合型,混合型,中债综合指数收益率*51%+中证800指数收益率*49%,0.8,0.15
009566.OF,汇安泓阳三年持有,汇安基金,20201216,混合型,混合型,沪深300指数收益率*75%+中国债券总指数收益率*25%,1.5,0.2
009905.OF,民生加银中证200指数增强C,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2
010403.OF,华商景气优选,华商基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债总全价(总值)指数收益率*20%,1.5,0.25
010401.OF,新华安康多元收益一年持有A,新华基金,20201216,混合型,混合型,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,0.7,0.15
010618.OF,兴业消费精选C,兴业基金,20201216,混合型,混合型,中证内地消费主题指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.15
010341.OF,招商产业精选A,招商基金,20201216,股票型,股票型,沪深300指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25
010027.OF,景顺长城核心中景一年持有,景顺长城基金,20201216,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中证综合债券指数收益率*20%,1.5,0.25
010724.OF,中欧价值成长C,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
000791.OF,银华安颐中短债C,银华基金,20201215,债券型,债券型,中债新综合全价(1-3年)指数收益率*80%+一年期人民币定期存款基准利率(税后)*20%,0.3,0.05
004839.OF,银华安颐中短债A,银华基金,20201215,债券型,债券型,中债新综合全价(1-3年)指数收益率*80%+一年期人民币定期存款基准利率(税后)*20%,0.3,0.05
010667.OF,安信价值回报三年C,安信基金,20201215,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*30%+恒生指数收益率*5%,1.5,0.25
009628.OF,天弘睿新三个月定开C,天弘基金,20201214,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.4,0.05
010783.OF,德邦沪港深龙头A,德邦基金,20201214,混合型,混合型,恒生指数收益率*60%+中证全债指数收益率*30%+沪深300指数收益率*10%,1.5,0.25
010784.OF,德邦沪港深龙头C,德邦基金,20201214,混合型,混合型,恒生指数收益率*60%+中证全债指数收益率*30%+沪深300指数收益率*10%,1.5,0.25
010497.OF,光大保德信中债1-5年金融债A,光大保德信基金,20201214,债券型,被动指数型,中债-1-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
009367.OF,浦银安盛科技创新一年定开C,浦银安盛基金,20201214,混合型,混合型,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1.5,0.25
010194.OF,博时睿祥15个月定开A,博时基金,20201214,混合型,混合型,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,0.8,0.1
009366.OF,浦银安盛科技创新一年定开A,浦银安盛基金,20201214,混合型,混合型,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1.5,0.25
010195.OF,博时睿祥15个月定开C,博时基金,20201214,混合型,混合型,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,0.8,0.1
009627.OF,天弘睿新三个月定开A,天弘基金,20201214,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.4,0.05
010679.OF,中欧均衡成长C,中欧基金,20201211,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010554.OF,华安新兴消费A,华安基金,20201211,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
010991.OF,长盛同鑫行业配置C,长盛基金,20201211,混合型,混合型,沪深300指数*60%+中证全债指数*40%,1.5,0.25
010555.OF,华安新兴消费C,华安基金,20201211,混合型,混合型,中证800指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*15%,1.5,0.25
010454.OF,交银施罗德内需增长一年持有期,交银施罗德基金,20201211,混合型,混合型,沪深300指数收益率*65%+中证综合债券指数收益率*30%+恒生指数收益率*5%,1.5,0.25
010871.OF,中银信用增利C,中银基金,20201211,债券型,债券型,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,0.7,0.2
010661.OF,安信稳健聚申一年持有C,安信基金,20201211,混合型,混合型,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*10%,0.8,0.2
009786.OF,华安锦源0-7年金融债3个月定开债,华安基金,20201211,债券型,债券型,中债-金融债券总全价(总值)指数收益率,0.3,0.05
009581.OF,国寿安保中债3-5年政金债A,国寿安保基金,20201211,债券型,被动指数型,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
009582.OF,国寿安保中债3-5年政金债C,国寿安保基金,20201211,债券型,被动指数型,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05
010933.OF,中银稳汇短债E,中银基金,20201211,债券型,债券型,中债-综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.05
010678.OF,中欧均衡成长A,中欧基金,20201211,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010812.OF,中银战略新兴产业C,中银基金,20201211,股票型,股票型,中证800指数收益率*80%+中债综合指数收率*20%,1.5,0.25
010986.OF,银华信用季季红C,银华基金,20201210,债券型,债券型,中债综合指数(全价),0.36,0.2
009924.OF,中银中债1-5年期国开行,中银基金,20201210,债券型,被动指数型,中债-1-5年国开行债券指数收益率,0.15,0.05
008316.OF,蜂巢添跃66个月定开债,蜂巢基金,20201210,债券型,债券型,该封闭期起始日的三年期定存利率(税后)+1%,0.15,0.05
010068.OF,工银瑞信双盈A,工银瑞信基金,20201209,债券型,债券型,中债综合财富指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,0.6,0.15
010276.OF,嘉实优质精选C,嘉实基金,20201209,混合型,混合型,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,1.5,0.25
010418.OF,财通景气行业A,财通基金,20201209,混合型,混合型,沪深300指数收益率*75%+中债综合指数收益率*25%,1.5,0.25
003880.OF,嘉实稳骏纯债,嘉实基金,20201209,债券型,债券型,中债综合全价指数收益率,0.3,0.1
010275.OF,嘉实优质精选A,嘉实基金,20201209,混合型,混合型,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,1.5,0.25
010177.OF,中加新兴消费C,中加基金,20201209,混合型,混合型,中证内地消费主题指数收益率*40%+沪深300指数收益率*30%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010069.OF,工银瑞信双盈C,工银瑞信基金,20201209,债券型,债券型,中债综合财富指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,0.6,0.15
010176.OF,中加新兴消费A,中加基金,20201209,混合型,混合型,中证内地消费主题指数收益率*40%+沪深300指数收益率*30%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25
010973.OF,博时聚源纯债C,博时基金,20201209,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1
010671.OF,景顺长城大中华美元A,景顺长城基金,20201208,混合型,混合型,摩根斯坦利金龙净总收益指数(MSCI Golden Dragon Net Total Return Index),1.8,0.35
009957.OF,广发恒誉C,广发基金,20201208,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+人民币计价的恒生指数收益率*5%,0.8,0.2
009956.OF,广发恒誉A,广发基金,20201208,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*15%+人民币计价的恒生指数收益率*5%,0.8,0.2
010755.OF,博道睿见一年持有,博道基金,20201208,混合型,混合型,中证800指数收益率*55%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25
010335.OF,华宝竞争优势,华宝基金,20201208,混合型,混合型,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,1.5,0.25
010487.OF,中银顺盈回报一年持有,中银基金,20201208,混合型,混合型,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*20%,0.8,0.2
010666.OF,博时高端装备C,博时基金,20201208,混合型,混合型,中证高端装备制造指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
010665.OF,博时高端装备A,博时基金,20201208,混合型,混合型,中证高端装备制造指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25
009435.OF,淳厚稳嘉C,淳厚基金,20201208,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1
009434.OF,淳厚稳嘉A,淳厚基金,20201208,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1
010459.OF,鑫元乾利,鑫元基金,20201208,债券型,债券型,中证国债及政策性金融债指数收益率,0.3,0.1
010299.OF,南方产业升级A,南方基金,20201207,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25
010300.OF,南方产业升级C,南方基金,20201207,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+上证国债指数收益率*20%,1.5,0.25
970016.OF,中信建投价值增长A,中信建投证券,20201207,混合型,混合型,沪深300指数收益率*70%+一年期银行定期存款利率(税后)*30%,1.2,0.22
110051.OF,易方达安和中短债A,易方达基金,20201207,债券型,债券型,中债综合财富(1-3年)指数收益率,0.2,0.05
110050.OF,易方达安和中短债C,易方达基金,20201207,债券型,债券型,中债综合财富(1-3年)指数收益率,0.2,0.05
970017.OF,中信建投价值增长C,中信建投证券,20201207,混合型,混合型,沪深300指数收益率*70%+一年期银行定期存款利率(税后)*30%,1.2,0.22
010015.OF,华夏鼎清C,华夏基金,20201203,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2
010210.OF,国泰中证计算机主题ETF联接C,国泰基金,20201203,股票型,被动指数型,中证计算机主题指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
010856.OF,民生加银恒泽,民生加银基金,20201203,债券型,债券型,中国债券综合指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1
010586.OF,创金合信医药消费C,创金合信基金,20201203,股票型,股票型,中证医药卫生指数收益率*45%+中证内地消费主题指数收益率*45%+人民币活期存款利率(税后)*10%,1.5,0.25
009531.OF,九泰锐和18个月定开,九泰基金,20201203,混合型,混合型,中证500指数收益率*70%+中国债券总指数收益率*30%,1.5,0.15
010572.OF,易方达中证万得生物科技C,易方达基金,20201203,股票型,被动指数型,中证万得生物科技指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1
010585.OF,创金合信医药消费A,创金合信基金,20201203,股票型,股票型,中证医药卫生指数收益率*45%+中证内地消费主题指数收益率*45%+人民币活期存款利率(税后)*10%,1.5,0.25
008225.OF,金元顺安泓丰87个月定开债C,金元顺安基金,20201203,债券型,债券型,每个封闭期同期中国人民银行公布的三年期定期存款利率(税后)+1.25%,0.15,0.05
010014.OF,华夏鼎清A,华夏基金,20201203,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*20%,0.7,0.2
008224.OF,金元顺安泓丰87个月定开债A,金元顺安基金,20201203,债券型,债券型,每个封闭期同期中国人民银行公布的三年期定期存款利率(税后)+1.25%,0.15,0.05
010655.OF,天弘医药创新C,天弘基金,20201202,混合型,混合型,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(使用估值汇率折算)*20%+中证综合债券指数收益率*20%,1.0,0.25
010073.OF,方正富邦策略精选C,方正富邦基金,20201202,混合型,混合型,沪深300指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,0.8,0.1
