ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
008947.OF,华夏鼎源A,华夏基金,交通银行,债券型,20200520,,,20200420,,13.7221,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,债券型,契约型开放式,,20200706,20200706,O
008948.OF,华夏鼎源C,华夏基金,交通银行,债券型,20200520,,,20200420,,1.2641,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,债券型,契约型开放式,,20200706,20200706,O
008925.OF,鹏华尊达一年定开,鹏华基金,中信银行,债券型,20200520,,,20200518,,2.1,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20210520,20210520,O
008879.OF,国联安中债1-3年政策性金融债,国联安基金,兴业银行,债券型,20200520,,,20200429,,2.7513,0.15,0.05,,1.0,0.001,,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200603,20200603,O
009286.OF,泰康招泰尊享一年持有C,泰康资产,招商银行,混合型,20200520,,,20200506,,8.6499,0.6,0.15,,1.0,0.001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*12%+金融机构人民币活期存款利率(税后)*5%+恒生指数收益率*3%,L,混合型,契约型开放式,,20201103,20210520,O
009285.OF,泰康招泰尊享一年持有A,泰康资产,招商银行,混合型,20200520,,,20200506,,16.9682,0.6,0.15,,1.0,0.001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*12%+金融机构人民币活期存款利率(税后)*5%+恒生指数收益率*3%,L,混合型,契约型开放式,,20201103,20210520,O
009364.OF,工银科技创新6个月A,工银瑞信基金,中国银行,混合型,20200520,,,20200507,,8.7984,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合财富(总值)指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20201120,20201120,O
009155.OF,海富通富盈C,海富通基金,兴业银行,混合型,20200520,,,20200424,,18.395,1.0,0.25,,1.0,0.001,,中债-综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20200819,20200819,O
009365.OF,工银科技创新6个月C,工银瑞信基金,中国银行,混合型,20200520,,,20200507,,1.1102,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合财富(总值)指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20201120,20201120,O
009332.OF,博时恒裕6个月持有A,博时基金,中信银行,混合型,20200518,,,20200508,,32.5178,0.8,0.15,,1.0,0.001,,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+银行活期存款利率(税后)*5%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20200817,20201118,O
008519.OF,中金中证沪港深消费50A,中金基金,中国工商银行,股票型,20200518,,,20200427,,3.9911,0.8,0.1,,1.0,0.001,,中证沪港深优选消费50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200601,20200601,O
009333.OF,博时恒裕6个月持有C,博时基金,中信银行,混合型,20200518,,,20200508,,14.2482,0.8,0.15,,1.0,0.001,,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+银行活期存款利率(税后)*5%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20200817,20201118,O
009278.OF,同泰恒兴纯债A,同泰基金,中国银行,债券型,20200518,,,20200511,,6.0026,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+活期存款利率(税后)*5%,L,债券型,契约型开放式,,20200529,20200817,O
009279.OF,同泰恒兴纯债C,同泰基金,中国银行,债券型,20200518,,,20200511,,2.0005,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+活期存款利率(税后)*5%,L,债券型,契约型开放式,,20200529,20200817,O
008311.OF,圆信永丰优选价值A,圆信永丰基金,中国工商银行,混合型,20200518,,,20200428,,15.4199,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20200720,20200720,O
008312.OF,圆信永丰优选价值C,圆信永丰基金,中国工商银行,混合型,20200518,,,20200428,,0.5827,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20200720,20200720,O
009330.OF,鹏华成长价值A,鹏华基金,中国建设银行,混合型,20200518,,,20200427,,47.5605,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20200817,20200817,O
008520.OF,中金中证沪港深消费50C,中金基金,中国工商银行,股票型,20200518,,,20200427,,0.752,0.8,0.1,,1.0,0.001,,中证沪港深优选消费50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200601,20200601,O
009485.OF,国寿安保聚宝盆B,国寿安保基金,徽商银行,货币市场型,20200518,,,,,,0.25,0.06,,1.0,,,7天通知存款利率(税后),L,货币型,契约型开放式,,20200518,20200518,O
008621.OF,天弘永裕稳健养老一年,天弘基金,浦发银行,混合型,20200518,,,20200413,,5.885,0.6,0.15,,1.0,0.001,,中债新综合财富(总值)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200608,20210518,O
009331.OF,鹏华成长价值C,鹏华基金,中国建设银行,混合型,20200518,,,20200427,,12.2777,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20200817,20200817,O
008964.OF,华泰紫金中债1-5年国开行A,华泰证券资管,浦发银行,债券型,20200515,,,20200427,,13.5015,0.15,0.05,,1.0,0.0001,,中债1-5年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200810,20200810,O
008965.OF,华泰紫金中债1-5年国开行C,华泰证券资管,浦发银行,债券型,20200515,,,20200427,,0.0013,0.15,0.05,,1.0,0.0001,,中债1-5年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200810,20200810,O
008940.OF,华泰紫金月月购3个月C,华泰证券资管,中国银行,债券型,20200515,,,20200511,,8.0169,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,L,债券型,契约型开放式,,20200812,20200817,O
008939.OF,华泰紫金月月购3个月A,华泰证券资管,中国银行,债券型,20200515,,,20200511,,1.9817,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,L,债券型,契约型开放式,,20200812,20200817,O
008308.OF,华夏见龙精选,华夏基金,中国建设银行,混合型,20200515,,,20200423,,11.5285,1.5,0.25,,1.0,0.0001,,"MSCI中国A股在岸指数(MSCI China A Onshore Index)收益率*60%+MSCI南下香港指数(MSCI Hong Kong-Listed Southbound Index)收益率*20%+上证国债指数收益率*20%(如非人民币计价指数,须为汇率调整后指数收益)",L,混合型,契约型开放式,,20200703,20200703,O
009113.OF,浙商汇金卓越优选3个月,浙商资管,中国农业银行,股票型,20200515,,,20200421,,2.9252,1.0,0.2,,1.0,0.1,,中证800指数收益率*80%+中债综合财富指数收益率*20%,L,股票型,契约型开放式,,20200622,20200817,O
008343.OF,九泰科鑫策略精选C,九泰基金,渤海银行,混合型,20200514,,,20200420,,1.3456,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,20200615,20200615,O
008158.OF,招商盛鑫优选3个月持有期(FOF)A,招商基金,中国银行,混合型,20200514,,,20200409,,1.8498,0.8,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合财富指数收益率*40%,L,混合型,契约型开放式,,20200714,20200817,O
009056.OF,圆信永丰大湾区主题C,圆信永丰基金,中国建设银行,混合型,20200514,,,20200415,,1.065,1.5,0.25,,1.0,0.0001,,中证粤港澳大湾区发展主题指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20200630,20200630,O
008159.OF,招商盛鑫优选3个月持有期(FOF)C,招商基金,中国银行,混合型,20200514,,,20200409,,1.0832,0.8,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合财富指数收益率*40%,L,混合型,契约型开放式,,20200714,20200817,O
008116.OF,银华沪深股通,银华基金,平安银行,混合型,20200514,,,20200316,,3.0082,1.5,0.25,,1.0,0.001,,MSCI中国A股(人民币)指数收益率*80%+同期商业银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20200722,20200722,O
008258.OF,中银证券中证500ETF联接A,中银证券,招商银行,股票型,20200514,,,20200407,,1.8025,0.15,0.05,,1.0,0.001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200521,20200521,O
009139.OF,嘉实瑞成两年持有期C,嘉实基金,中国工商银行,混合型,20200514,,,20200422,,2.4359,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,L,混合型,契约型开放式,,20200619,,O
008424.OF,中融品牌优选A,中融基金,中国银行,混合型,20200514,,,20200413,,14.0993,1.5,0.25,,1.0,0.0001,,中证消费服务领先指数收益率*65%+中债综合指数收益率*25%+中证港股通大消费主题指数收益率*10%,L,混合型,契约型开放式,,20200713,20200713,O
009138.OF,嘉实瑞成两年持有期A,嘉实基金,中国工商银行,混合型,20200514,,,20200422,,9.2655,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,L,混合型,契约型开放式,,20200619,,O
970005.OF,安信证券瑞鸿中短债C,安信资管,中国工商银行,债券型,20200514,,,20200514,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,20200515,20200515,O
009261.OF,民生加银聚利6个月持有C,民生加银基金,中国农业银行,混合型,20200514,,,20200422,,0.2616,0.9,0.15,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20200702,20201117,O
970004.OF,安信证券瑞鸿中短债B,安信资管,中国工商银行,债券型,20200514,,,20200514,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,20200515,20200515,O
009260.OF,民生加银聚利6个月持有A,民生加银基金,中国农业银行,混合型,20200514,,,20200422,,12.0112,0.9,0.15,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生综合指数收益率*5%,L,混合型,契约型开放式,,20200702,20201117,O
970002.OF,天风证券天泽六个月定开C,天风资管,招商银行,债券型,20200514,,,20200514,,,0.6,0.15,,1.0,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20200518,20201214,O
008425.OF,中融品牌优选C,中融基金,中国银行,混合型,20200514,,,20200413,,0.7076,1.5,0.25,,1.0,0.0001,,中证消费服务领先指数收益率*65%+中债综合指数收益率*25%+中证港股通大消费主题指数收益率*10%,L,混合型,契约型开放式,,20200713,20200713,O
008574.OF,中加中债-1-3年政策性金融债,中加基金,中国邮政储蓄银行,债券型,20200514,,,20200402,,2.5,0.15,0.05,,1.0,0.001,,中债-1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200529,20200529,O
970001.OF,天风证券天泽六个月定开A,天风资管,招商银行,债券型,20200514,,,20200514,,,0.6,0.15,,1.0,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20200518,20201214,O
009294.OF,嘉实致益纯债,嘉实基金,中国农业银行,债券型,20200514,,,20200511,,20.5021,0.3,0.1,,1.0,0.0001,,中债总全价指数收益率,L,债券型,契约型开放式,,20200615,20200615,O
008342.OF,九泰科鑫策略精选A,九泰基金,渤海银行,混合型,20200514,,,20200420,,0.6771,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,20200615,20200615,O
970003.OF,安信证券瑞鸿中短债A,安信资管,中国工商银行,债券型,20200514,,,20200514,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,,20200515,O
009198.OF,前海开源黄金ETF联接,前海开源基金,中国建设银行,商品型,20200514,,,20200407,,2.2753,0.5,0.1,,1.0,0.001,,上海黄金交易所Au99.99现货实盘合约收盘价收益率*90%+人民币活期存款利率(税后)*10%,L,黄金现货合约,契约型开放式,,20200615,20200615,O
009055.OF,圆信永丰大湾区主题A,圆信永丰基金,中国建设银行,混合型,20200514,,,20200415,,1.1212,1.5,0.25,,1.0,0.0001,,中证粤港澳大湾区发展主题指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20200630,20200630,O
008642.OF,国金惠远纯债A,国金基金,交通银行,债券型,20200514,,,20200330,,8.0007,0.3,0.1,,1.0,0.01,,中债综合指数收益率*90%+1年定期存款收益率(税后)*10%,L,债券型,契约型开放式,,20200720,20200520,O
008259.OF,中银证券中证500ETF联接C,中银证券,招商银行,股票型,20200514,,,20200407,,1.3148,0.15,0.05,,1.0,0.001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200521,20200521,O
008643.OF,国金惠远纯债C,国金基金,交通银行,债券型,20200514,,,20200330,,1.803,0.3,0.1,,1.0,0.01,,中债综合指数收益率*90%+1年定期存款收益率(税后)*10%,L,债券型,契约型开放式,,20200720,20200520,O
009456.OF,东方稳健回报C,东方基金,中国建设银行,债券型,20200514,,,,,,0.3,0.1,,1.0,,,中债总指数,L,稳健增长型,契约型开放式,,20200514,20200515,O
008803.OF,海富通瑞弘6个月定开,海富通基金,东方证券,债券型,20200513,,,20200415,,8.0001,0.3,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20201113,20201113,O
009277.OF,融通行业景气C,融通基金,交通银行,混合型,20200513,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%,L,收益型,契约型开放式,,20200513,20200513,O
008267.OF,华夏鼎明C,华夏基金,交通银行,债券型,20200513,,,20200420,,0.0017,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20200518,20200518,O
008995.OF,中银证券安沛A,中银证券,交通银行,债券型,20200513,,,20200506,,0.5001,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20200520,20200520,O
000673.OF,融通四季添利C,融通基金,中国工商银行,债券型,20200513,,,,,,0.6,0.2,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20200513,20200513,O
008266.OF,华夏鼎明A,华夏基金,交通银行,债券型,20200513,,,20200420,,2.0628,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20200518,20200518,O
008996.OF,中银证券安沛C,中银证券,交通银行,债券型,20200513,,,20200506,,1.5007,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20200520,20200520,O
009270.OF,融通逆向策略C,融通基金,中国工商银行,混合型,20200513,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20200513,,O
009124.OF,华泰保兴科荣A,华泰保兴基金,南京银行,混合型,20200511,,,20200323,,4.8517,0.6,0.1,,1.0,,,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,,20200810,O
009125.OF,华泰保兴科荣C,华泰保兴基金,南京银行,混合型,20200511,,,20200323,,0.0001,0.6,0.1,,1.0,,,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,,20200810,O
009228.OF,平安增鑫六个月定开债C,平安基金,平安银行,债券型,20200509,,,20200413,,0.15,0.4,0.1,,1.0,500.0,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20201109,20201109,O
008185.OF,诺安研究优选A,诺安基金,交通银行,混合型,20200509,,,20200407,,11.7502,1.5,0.25,,1.0,0.01,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20200710,20200710,O
009032.OF,工银聚和一年定开C,工银瑞信基金,中国邮政储蓄银行,混合型,20200509,,,20200407,,0.5165,0.6,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210510,20210510,O
009262.OF,民生加银中债1-5年政策金融债,民生加银基金,中国邮政储蓄银行,债券型,20200509,,,20200407,,27.0001,0.15,0.05,,1.0,0.01,,中债-1-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200512,20200512,O
009031.OF,工银聚和一年定开A,工银瑞信基金,中国邮政储蓄银行,混合型,20200509,,,20200407,,6.004,0.6,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210510,20210510,O
009189.OF,华宝成长策略,华宝基金,中国工商银行,混合型,20200509,,,20200417,,7.2239,1.5,0.25,,1.0,0.0001,,中证800成长指数收益率*65%+上证国债指数收益率*30%+恒生指数收益率*5%,L,混合型,契约型开放式,,20200609,20200609,O
009388.OF,嘉实稳福C,嘉实基金,中国工商银行,混合型,20200509,,,20200506,,0.0003,0.6,0.2,,1.0,0.0001,,中债总财富指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200724,20200724,O
008382.OF,融通产业趋势,融通基金,中国工商银行,股票型,20200509,,,20200428,,14.8434,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*80%+中证香港100指数收益率*10%+中债综合全价(总值)指数收益率*10%,L,股票型,契约型开放式,,20200706,20200807,O
009317.OF,金信核心竞争力,金信基金,浦发银行,混合型,20200509,,,20200506,,2.0069,1.5,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20200608,20200512,O
007933.OF,嘉合永泰优选三个月A,嘉合基金,中国工商银行,混合型,20200509,,,20200205,,0.2048,0.6,0.15,,1.0,0.001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,混合型,契约型开放式,,20200525,20200810,O
009177.OF,东方永悦18个月定开A,东方基金,中国邮政储蓄银行,债券型,20200509,,,20200401,,30.0136,0.6,0.16,,1.0,0.0001,,中债总指数收益率,L,债券型,契约型开放式,,20211109,20211109,O
007934.OF,嘉合永泰优选三个月C,嘉合基金,中国工商银行,混合型,20200509,,,20200205,,0.1114,0.6,0.15,,1.0,0.001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,混合型,契约型开放式,,20200525,20200810,O
009178.OF,东方永悦18个月定开C,东方基金,中国邮政储蓄银行,债券型,20200509,,,20200401,,4.2191,0.6,0.16,,1.0,0.0001,,中债总指数收益率,L,债券型,契约型开放式,,20211109,20211109,O
009289.OF,富国长江经济带,富国基金,中国民生银行,债券型,20200509,,,20200416,,6.0066,0.4,0.05,,1.0,0.001,,中债综合财富(总值)指数收益率*90%+银行1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20200807,20200807,O
006440.OF,中信建投中证500增强A,中信建投基金,中信证券,股票型,20200509,,,20200420,,1.0995,0.75,0.1,,1.0,0.01,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200610,20200610,O
009227.OF,平安增鑫六个月定开债A,平安基金,平安银行,债券型,20200509,,,20200413,,4.8603,0.4,0.1,,1.0,0.01,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20201109,20201109,O
009387.OF,嘉实稳福A,嘉实基金,中国工商银行,混合型,20200509,,,20200506,,3.5005,0.6,0.2,,1.0,0.0001,,中债总财富指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20200724,20200724,O
009229.OF,平安增鑫六个月定开债E,平安基金,平安银行,债券型,20200509,,,20200413,,25.4488,0.4,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20201109,20201109,O
006441.OF,中信建投中证500增强C,中信建投基金,中信证券,股票型,20200509,,,20200420,,1.6245,0.75,0.1,,1.0,0.01,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200610,20200610,O
008356.OF,中加科丰价值精选,中加基金,中信银行,混合型,20200508,,,20200428,,3.5007,0.6,0.1,,1.0,0.001,,中债总全价(总值)指数收益率*60%+沪深300指数收益率*40%,L,混合型,契约型开放式,,20200715,20200715,O
008922.OF,财通资管鸿运中短债E,财通证券资管,中国工商银行,债券型,20200508,,,,,,0.3,0.08,,1.0,,,中债总财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,20200508,20200508,O
008897.OF,上银可转债精选,上银基金,招商银行,债券型,20200508,,,20200204,,2.093,1.0,0.2,,1.0,0.001,,中证可转换债券指数*70%+中债综合指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20200608,20200608,O
009190.OF,景顺长城核心优选一年,景顺长城基金,中国工商银行,混合型,20200508,,,20200417,,41.6358,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20200630,20210510,O
009439.OF,西部利得国企红利指数增强C,西部利得基金,中国光大银行,股票型,20200508,,,,,,1.0,0.25,,1.0,,,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,20200508,20200508,O
165310.OF,建信沪深300增强A,建信基金,招商银行,股票型,20200507,,,20200507,,,1.0,0.2,,1.0,,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200508,20200508,O
008541.OF,西部利得新享A,西部利得基金,兴业银行,混合型,20200507,,,20200330,,0.6757,0.9,0.1,,1.0,0.001,,中债综合全价指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20200609,20200609,O
008542.OF,西部利得新享C,西部利得基金,兴业银行,混合型,20200507,,,20200330,,1.4539,0.9,0.1,,1.0,0.001,,中债综合全价指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20200609,20200609,O
009217.OF,博时荣丰回报A,博时基金,中国建设银行,混合型,20200507,,,20200420,,2.9695,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*40%+恒生综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
871003.OF,广发资管价值增长,广发资管,交通银行,混合型,20200507,,,20200507,,,1.2,0.18,,1.0,,,沪深300指数收益率*60%+中债总指数收益率*30%+恒生中国企业指数收益率*10%,L,灵活配置型,契约型开放式,,20200508,20200508,O
008283.OF,易方达金融行业,易方达基金,中国农业银行,股票型,20200507,,,20200330,,6.0594,1.5,0.25,,1.0,0.0001,,中证内地金融主题指数收益率*60%+中证香港300金融服务指数收益率*25%+中债总指数收益率*15%,L,股票型,契约型开放式,,20200518,20200518,O
008099.OF,广发价值领先A,广发基金,中国建设银行,混合型,20200507,,,20200327,,8.7041,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,L,混合型,契约型开放式,,20200608,20200608,O
009208.OF,建信沪深300增强C,建信基金,招商银行,股票型,20200507,,,,,,1.0,0.2,,1.0,,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20200508,20200508,O
009188.OF,鹏华股息精选,鹏华基金,中国工商银行,混合型,20200507,,,20200416,,9.0008,1.5,0.25,,1.0,0.001,,中证红利指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20200806,20200806,O
530029.OF,建信荣元一年定开,建信基金,招商银行,债券型,20200507,,,20200507,,,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,,20200507,O
009218.OF,博时荣丰回报C,博时基金,中国建设银行,混合型,20200507,,,20200420,,0.1619,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*40%+恒生综合指数收益率*10%,L,灵活配置型,契约型开放式,,,,O
920011.OF,中金安心回报A,中金公司,华夏银行,混合型,20200430,,,20200430,,,1.0,0.15,,1.0,,,中债新综合全价指数收益率*65%+中证800指数收益率*25%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,L,灵活配置型,契约型开放式,,20200511,20200511,O
920921.OF,中金安心回报C,中金公司,华夏银行,混合型,20200430,,,20200430,,,1.0,0.15,,1.0,,,中债新综合全价指数收益率*65%+中证800指数收益率*25%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,L,灵活配置型,契约型开放式,,20200511,20200511,O
009085.OF,银华丰享一年,银华基金,中国工商银行,混合型,20200430,,,20200413,,18.2899,0.8,0.25,,1.0,0.001,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20200713,20210506,O
008989.OF,大成科技创新C,大成基金,中国农业银行,混合型,20200429,,,20200401,,1.7369,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20200525,20200525,O
009296.OF,南方誉慧一年持有A,南方基金,浦发银行,混合型,20200429,,,20200420,,13.3852,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20200603,20210506,O
008200.OF,华夏粤港澳大湾区创新100ETF联接C,华夏基金,招商银行,股票型,20200429,,,20200330,,0.067,0.3,0.1,,1.0,0.0001,,粤港澳大湾区创新100指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200608,20200608,O
008988.OF,大成科技创新A,大成基金,中国农业银行,混合型,20200429,,,20200401,,4.7334,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20200525,20200525,O
009297.OF,南方誉慧一年持有C,南方基金,浦发银行,混合型,20200429,,,20200420,,7.3678,0.7,0.2,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20200603,20210506,O
008839.OF,德邦量化对冲策略C,德邦基金,交通银行,混合型,20200429,,,20200413,,0.5747,1.0,0.2,,1.0,0.001,,中国人民银行公布的同期一年期银行定期存款基准利率(税后),L,灵活配置型,契约型开放式,,20200715,20200715,O
009298.OF,英大安惠纯债A,英大基金,中国光大银行,债券型,20200429,,,20200420,,100.0184,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200604,20200604,O
008233.OF,中银恒优12个月C,中银基金,招商银行,债券型,20200429,,,20200413,,4.3069,0.3,0.08,,1.0,0.001,,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20200703,,O
