ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market
008400.OF,华泰柏瑞中证科技100联接C,华泰柏瑞基金,股票型,20200226,0.5,0.1,中证科技100指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008399.OF,华泰柏瑞中证科技100联接A,华泰柏瑞基金,股票型,20200226,0.5,0.1,中证科技100指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008954.OF,安信价值回报三年A,安信基金,混合型,20200226,1.5,0.25,沪深300指数收益率*65%+中债综合指数收益率*30%+恒生指数收益率*5%,混合型,O
008982.OF,华泰紫金智鑫3个月定开,华泰证券资管,债券型,20200226,0.3,0.1,中债综合指数收益率,债券型,O
008511.OF,宝盈鸿盛A,宝盈基金,债券型,20200226,0.6,0.15,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
008512.OF,宝盈鸿盛C,宝盈基金,债券型,20200226,0.6,0.15,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
008941.OF,华泰紫金周周购3个月A,华泰证券资管,债券型,20200226,0.5,0.1,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,债券型,O
008942.OF,华泰紫金周周购3个月C,华泰证券资管,债券型,20200226,0.5,0.1,中债综合财富(总值)指数收益率*95%+沪深300指数收益率*5%,债券型,O
008745.OF,南方尊利一年定开债,南方基金,债券型,20200226,0.3,0.1,中债信用债总指数收益率,债券型,O
008990.OF,东方红匠心甄选一年持有,东证资管,混合型,20200225,0.7,0.2,中债综合指数收益率*90%+沪深300指数收益率*8%+恒生指数收益率*2%,混合型,O
008836.OF,富国量化对冲策略三个月C,富国基金,混合型,20200225,0.8,0.2,中国人民银行公布的同期一年期定期存款基准利率(税后)+3%,灵活配置型,O
009001.OF,长城泰利纯债A,长城基金,债券型,20200225,0.2,0.1,中债综合全价指数收益率,债券型,O
009002.OF,长城泰利纯债C,长城基金,债券型,20200225,0.2,0.1,中债综合全价指数收益率,债券型,O
008835.OF,富国量化对冲策略三个月A,富国基金,混合型,20200225,0.8,0.2,中国人民银行公布的同期一年期定期存款基准利率(税后)+3%,灵活配置型,O
008575.OF,财通裕惠63个月定开债,财通基金,债券型,20200225,0.15,0.05,三年期定期存款利率(税后)+1.5%,债券型,O
008286.OF,易方达研究精选,易方达基金,股票型,20200221,1.5,0.25,MSCI中国A股指数收益率*70%+中证港股通综合指数收益率*15%+中债总指数收益率*15%,股票型,O
008960.OF,长信国防军工C,长信基金,混合型,20200221,1.5,0.25,申万国防军工指数收益率*60%+中证综合债指数收益率*40%,灵活配置型,O
008855.OF,南方内需增长两年持有C,南方基金,股票型,20200221,1.5,0.25,中证800指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+中债总指数收益率*15%,股票型,O
008854.OF,南方内需增长两年持有A,南方基金,股票型,20200221,1.5,0.25,中证800指数收益率*65%+中证港股通综合指数(人民币)收益率*20%+中债总指数收益率*15%,股票型,O
008969.OF,睿远均衡价值三年A,睿远基金,混合型,20200221,1.5,0.15,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,混合型,O
008970.OF,睿远均衡价值三年C,睿远基金,混合型,20200221,1.5,0.15,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,混合型,O
008950.OF,平安匠心优选C,平安基金,混合型,20200221,1.5,0.25,沪深300指数收益率*75%+中证全债指数收益率*25%,混合型,O
008949.OF,平安匠心优选A,平安基金,混合型,20200221,1.5,0.25,沪深300指数收益率*75%+中证全债指数收益率*25%,混合型,O
008488.OF,华商恒益稳健,华商基金,混合型,20200220,1.2,0.2,中债总全价指数收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,混合型,O
008749.OF,富国中证科技50策略ETF联接A,富国基金,股票型,20200220,0.5,0.1,中证科技50策略指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008750.OF,富国中证科技50策略ETF联接C,富国基金,股票型,20200220,0.5,0.1,中证科技50策略指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008111.OF,银华信用精选18个月,银华基金,债券型,20200220,0.8,0.15,中债信用债总财富(总值)指数收益率*80%+一年定期存款利率(税后)*20%,债券型,O
008886.OF,民生加银卓越配置6个月,民生加银基金,混合型,20200220,0.6,0.15,中债综合指数收益率*65%+沪深300指数收益率*30%+一年期定期存款基准利率(税后)*5%,混合型,O
007747.OF,海富通平衡养老目标三年(FOF),海富通基金,混合型,20200219,0.9,0.15,中证全债指数收益率*50%+沪深300指数收益率*50%,混合型,O
008416.OF,鹏扬景瑞三年定开A,鹏扬基金,混合型,20200219,1.0,0.2,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,混合型,O
008417.OF,鹏扬景瑞三年定开C,鹏扬基金,混合型,20200219,1.0,0.2,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%,混合型,O
008062.OF,惠升惠新灵活配置C,惠升基金,混合型,20200219,0.6,0.1,沪深300指数收益率*50%+中债综合全价指数收益率*30%+中证港股通综合指数收益率*20%,灵活配置型,O
008061.OF,惠升惠新灵活配置A,惠升基金,混合型,20200219,0.6,0.1,沪深300指数收益率*50%+中债综合全价指数收益率*30%+中证港股通综合指数收益率*20%,灵活配置型,O
007223.OF,工银瑞信中证500ETF联接C,工银瑞信基金,股票型,20200218,0.45,0.07,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,O
900003.OF,中信证券臻选价值成长A,中信证券,混合型,20200218,1.5,0.2,沪深300指数收益率*65%+中债综合财富指数收益率*25%+恒生指数收益率*10%,混合型,O
008919.OF,永赢科技驱动A,永赢基金,混合型,20200218,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*30%,混合型,O
008920.OF,永赢科技驱动C,永赢基金,混合型,20200218,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*30%,混合型,O
008728.OF,同泰恒利纯债A,同泰基金,债券型,20200218,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
008729.OF,同泰恒利纯债C,同泰基金,债券型,20200218,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
164809.OF,工银瑞信中证500ETF联接A,工银瑞信基金,股票型,20200218,0.45,0.07,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,O
900079.OF,中信证券臻选价值成长C,中信证券,混合型,20200218,1.5,0.2,沪深300指数收益率*65%+中债综合财富指数收益率*25%+恒生指数收益率*10%,混合型,O
008963.OF,建信科技创新C,建信基金,混合型,20200217,1.5,0.25,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,混合型,O
008866.OF,博时产业新趋势A,博时基金,混合型,20200217,1.5,0.25,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生综合指数收益率*10%,灵活配置型,O
008867.OF,博时产业新趋势C,博时基金,混合型,20200217,1.5,0.25,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生综合指数收益率*10%,灵活配置型,O
008161.OF,广发汇达纯债3个月定开债,广发基金,债券型,20200217,0.3,0.1,中债综合财富(总值)指数收益率,债券型,O
008654.OF,诺德汇盈一年定开,诺德基金,债券型,20200217,0.3,0.1,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
008962.OF,建信科技创新A,建信基金,混合型,20200217,1.5,0.25,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,混合型,O
008515.OF,富兰克林国海基本面优选,国海富兰克林基金,混合型,20200213,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,混合型,O
005491.OF,兴全合宜C,兴证全球基金,混合型,20200213,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,O
008656.OF,招商科技创新C,招商基金,混合型,20200212,1.5,0.25,中证中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*20%+恒生综合指数收益率*10%,混合型,O
008187.OF,淳厚信睿核心精选C,淳厚基金,混合型,20200212,1.5,0.2,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+中证港股通综合指数收益率*20%,混合型,O
008655.OF,招商科技创新A,招商基金,混合型,20200212,1.5,0.25,中证中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*20%+恒生综合指数收益率*10%,混合型,O
008186.OF,淳厚信睿核心精选A,淳厚基金,混合型,20200212,1.5,0.2,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*30%+中证港股通综合指数收益率*20%,混合型,O
008120.OF,万家自主创新A,万家基金,混合型,20200210,1.5,0.25,沪深300指数收益率*70%+上证国债指数收益率*30%,混合型,O
008121.OF,万家自主创新C,万家基金,混合型,20200210,1.5,0.25,沪深300指数收益率*70%+上证国债指数收益率*30%,混合型,O
008681.OF,鹏华价值成长,鹏华基金,混合型,20200210,1.5,0.25,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率*10%(经汇率估值调整),混合型,O
008606.OF,广发汇择一年定开债A,广发基金,债券型,20200207,0.6,0.16,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,债券型,O
008607.OF,广发汇择一年定开债C,广发基金,债券型,20200207,0.6,0.16,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,债券型,O
007459.OF,浙商惠睿纯债,浙商基金,债券型,20200205,0.3,0.1,中债新综合指数(全价)收益率*80%+一年期定存利率(税后)*20%,债券型,O
008959.OF,创金合信恒利超短债E,创金合信基金,债券型,20200204,0.3,0.1,中证短融AAA指数收益率,债券型,O
008673.OF,宝盈祥泽C,宝盈基金,混合型,20200204,0.6,0.2,中证全债指数收益率*70%+沪深300指数收益率*30%,混合型,O
008672.OF,宝盈祥泽A,宝盈基金,混合型,20200204,0.6,0.2,中证全债指数收益率*70%+沪深300指数收益率*30%,混合型,O
166109.OF,信澳量化先锋A,信达澳亚基金,混合型,20200204,1.5,0.25,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,混合型,O
166110.OF,信澳量化先锋C,信达澳亚基金,混合型,20200204,1.5,0.25,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,混合型,O
008974.OF,长城稳健增利C,长城基金,债券型,20200203,0.3,0.1,中国债券总指数,稳健增长型,O
008918.OF,长信先锐C,长信基金,混合型,20200123,0.7,0.1,中债综合指数收益率*70%+沪深300指数收益率*20%+恒生指数收益率*10%,混合型,O
519937.OF,长信先锐A,长信基金,混合型,20200123,0.7,0.1,中债综合指数收益率*70%+沪深300指数收益率*20%+恒生指数收益率*10%,混合型,O
008315.OF,上投摩根慧选成长C,上投摩根基金,股票型,20200122,1.5,0.25,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,成长型,O
008314.OF,上投摩根慧选成长A,上投摩根基金,股票型,20200122,1.5,0.25,中证800指数收益率*75%+上证国债指数收益率*15%+中证港股通指数收益率*10%,成长型,O
008831.OF,海富通安益对冲A,海富通基金,混合型,20200122,1.5,0.25,中国人民银行公布的同期三年期定期存款基准利率(税后),灵活配置型,O
008830.OF,海富通安益对冲C,海富通基金,混合型,20200122,1.5,0.25,中国人民银行公布的同期三年期定期存款基准利率(税后),灵活配置型,O
008903.OF,广发科技先锋,广发基金,混合型,20200122,1.5,0.25,中证TMT产业主题指数收益率*35%+中国战略新兴产业成份指数收益率*35%+中证全债指数收益率*30%,混合型,O
008795.OF,海富通阿尔法对冲C,海富通基金,混合型,20200122,1.5,0.25,三年期银行定期存款利率(税后),混合型,O
008640.OF,方正富邦科技创新A,方正富邦基金,混合型,20200121,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,混合型,O
008244.OF,上银鑫卓A,上银基金,混合型,20200121,1.5,0.15,沪深300指数收益率*70%+中债综合全价指数收益率*30%,混合型,O
007651.OF,工银养老2045三年A,工银瑞信基金,混合型,20200121,0.9,0.2,中证800指数收益率*60%+中债新综合(财富)指数收益率*40%,混合型,O
008135.OF,华宸未来价值先锋,华宸未来基金,混合型,20200121,1.5,0.25,沪深300指数收益率*75%+中债综合全价指数收益率*25%,混合型,O
008177.OF,建信高股息主题,建信基金,股票型,20200121,1.5,0.25,中证高股息精选指数收益率*75%+中债总指数收益率*15%+恒生高股息率指数收益率*10%,股票型,O
008667.OF,国泰鑫利一年C,国泰基金,混合型,20200121,1.0,0.2,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,混合型,O
008666.OF,国泰鑫利一年A,国泰基金,混合型,20200121,1.0,0.2,中证综合债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,混合型,O
008434.OF,凯石岐短债C,凯石基金,债券型,20200121,0.3,0.1,中证短融AAA指数收益率,债券型,O
008433.OF,凯石岐短债A,凯石基金,债券型,20200121,0.3,0.1,中证短融AAA指数收益率,债券型,O
008641.OF,方正富邦科技创新C,方正富邦基金,混合型,20200121,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率*10%,混合型,O
008293.OF,农银汇理创新医疗,农银汇理基金,混合型,20200121,1.5,0.25,中证全指医药卫生指数收益率*65%+中证全债指数收益率*35%,混合型,O
008404.OF,华泰紫金泰盈A,华泰证券资管,混合型,20200121,1.0,0.2,沪深300指数收益率*55%+中债综合指数收益率*30%+恒生指数收益率*15%,混合型,O
008405.OF,华泰紫金泰盈C,华泰证券资管,混合型,20200121,1.0,0.2,沪深300指数收益率*55%+中债综合指数收益率*30%+恒生指数收益率*15%,混合型,O
008163.OF,南方标普中国A股大盘红利低波50联接A,南方基金,股票型,20200121,0.5,0.1,标普中国A股大盘红利低波50指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008164.OF,南方标普中国A股大盘红利低波50联接C,南方基金,股票型,20200121,0.5,0.1,标普中国A股大盘红利低波50指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008362.OF,广发汇成一年定开债,广发基金,债券型,20200121,0.3,0.1,中债综合财富(总值)指数收益率,债券型,O
007789.OF,易方达中证国企一带一路ETF联接C,易方达基金,股票型,20200121,0.15,0.05,中证国企一带一路指数收益率*95%+活期存款利率(税后)*5%,被动指数型,O
007788.OF,易方达中证国企一带一路ETF联接A,易方达基金,股票型,20200121,0.15,0.05,中证国企一带一路指数收益率*95%+活期存款利率(税后)*5%,被动指数型,O
007744.OF,长盛安逸纯债A,长盛基金,债券型,20200120,0.6,0.2,中债综合指数(全价)收益率,债券型,O
008650.OF,华泰柏瑞益商一年定开,华泰柏瑞基金,债券型,20200120,0.3,0.1,中债综合指数收益率,债券型,O
007745.OF,长盛安逸纯债C,长盛基金,债券型,20200120,0.6,0.2,中债综合指数(全价)收益率,债券型,O
008453.OF,兴全恒鑫C,兴证全球基金,债券型,20200120,0.6,0.15,中债企业债总指数收益率*80%+中债国债总指数收益率*20%,债券型,O
008452.OF,兴全恒鑫A,兴证全球基金,债券型,20200120,0.6,0.15,中债企业债总指数收益率*80%+中债国债总指数收益率*20%,债券型,O
008649.OF,华泰柏瑞锦兴39个月定开债,华泰柏瑞基金,债券型,20200120,0.15,0.05,三年定期存款利率(税后)+1.5%,债券型,O
007480.OF,中加优享纯债A,中加基金,债券型,20200120,0.3,0.1,中债-总全价(1-3年)指数收益率,债券型,O
008285.OF,易方达全球医药行业美元,易方达基金,混合型,20200120,1.5,0.25,申万医药生物行业指数收益率*45%+标普全球1200医疗保健指数(使用估值汇率折算)收益率*40%+中债总指数收益率*15%,混合型,O
008284.OF,易方达全球医药行业人民币,易方达基金,混合型,20200120,1.5,0.25,申万医药生物行业指数收益率*45%+标普全球1200医疗保健指数(使用估值汇率折算)收益率*40%+中债总指数收益率*15%,混合型,O
007598.OF,广发民玉纯债,广发基金,债券型,20200120,0.3,0.1,中债综合财富(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,债券型,O
008524.OF,华泰柏瑞锦瑞A,华泰柏瑞基金,债券型,20200120,0.3,0.1,中债综合全价指数收益率*80%+一年期银行定期存款收益率(税后)*20%,债券型,O
008189.OF,国泰中证钢铁ETF联接A,国泰基金,股票型,20200120,0.5,0.1,中证钢铁指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008704.OF,广发高股息优享A,广发基金,混合型,20200120,1.5,0.25,沪深300指数收益率*45%+人民币计价的恒生指数收益率*45%+中证全债指数收益率*10%,混合型,O
008763.OF,天弘越南市场A,天弘基金,股票型,20200120,1.2,0.3,越南VN30指数收益率(使用估值汇率折算)*90%+人民币活期存款利率(税后)*10%,股票型,O
008705.OF,广发高股息优享C,广发基金,混合型,20200120,1.5,0.25,沪深300指数收益率*45%+人民币计价的恒生指数收益率*45%+中证全债指数收益率*10%,混合型,O
008327.OF,西藏东财中证通信技术C,西藏东财基金,股票型,20200120,0.5,0.05,中证通信技术主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008306.OF,方正富邦天璇灵活配置A,方正富邦基金,混合型,20200120,0.6,0.1,沪深300指数收益率*50%+中债综合指数收益率*45%+恒生指数收益率*5%,灵活配置型,O
008778.OF,嘉实中证500指数增强A,嘉实基金,股票型,20200120,1.0,0.2,中证500指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O
008326.OF,西藏东财中证通信技术A,西藏东财基金,股票型,20200120,0.5,0.05,中证通信技术主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008501.OF,鹏扬聚利6个月A,鹏扬基金,债券型,20200120,0.8,0.2,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,债券型,O
008307.OF,方正富邦天璇灵活配置C,方正富邦基金,混合型,20200120,0.6,0.1,沪深300指数收益率*50%+中债综合指数收益率*45%+恒生指数收益率*5%,灵活配置型,O
008502.OF,鹏扬聚利6个月C,鹏扬基金,债券型,20200120,0.8,0.2,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,债券型,O
008734.OF,交银科锐科技创新A,交银施罗德基金,混合型,20200120,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中证综合债券指数收益率*35%,混合型,O
008764.OF,天弘越南市场C,天弘基金,股票型,20200120,1.2,0.3,越南VN30指数收益率(使用估值汇率折算)*90%+人民币活期存款利率(税后)*10%,股票型,O
008525.OF,华泰柏瑞锦瑞C,华泰柏瑞基金,债券型,20200120,0.3,0.1,中债综合全价指数收益率*80%+一年期银行定期存款收益率(税后)*20%,债券型,O
008190.OF,国泰中证钢铁ETF联接C,国泰基金,股票型,20200120,0.5,0.1,中证钢铁指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008779.OF,嘉实中证500指数增强C,嘉实基金,股票型,20200120,1.0,0.2,中证500指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,O
007277.OF,恒生前海消费升级,恒生前海基金,混合型,20200119,1.5,0.25,沪深300指数收益率*45%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%+金融机构人民币活期存款基准利率(税后)*5%,混合型,O
008346.OF,南华瑞泽C,南华基金,债券型,20200119,0.3,0.1,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,债券型,O
008354.OF,泰达宏利消费行业量化精选C,泰达宏利基金,混合型,20200119,1.5,0.25,申银万国消费品指数收益率*90%+银行活期存款利率(税后)*10%,混合型,O
008353.OF,泰达宏利消费行业量化精选A,泰达宏利基金,混合型,20200119,1.5,0.25,申银万国消费品指数收益率*90%+银行活期存款利率(税后)*10%,混合型,O
008457.OF,招商瑞阳C,招商基金,混合型,20200119,0.6,0.15,中债综合指数收益率*70%+沪深300指数收益率*30%,混合型,O
008456.OF,招商瑞阳A,招商基金,混合型,20200119,0.6,0.15,中债综合指数收益率*70%+沪深300指数收益率*30%,股债配置型,O
008183.OF,招商普盛全球配置美元现钞,招商基金,混合型,20200119,1.5,0.25,MSCI全球权益指数(未对冲)收益率*54%+彭博巴克莱全球综合债券指数(未对冲)收益率*36%+一个月期伦敦同业拆借利率*10%,混合型,O
007975.OF,招商普盛全球配置美元,招商基金,混合型,20200119,1.5,0.25,MSCI全球权益指数(未对冲)收益率*54%+彭博巴克莱全球综合债券指数(未对冲)收益率*36%+一个月期伦敦同业拆借利率*10%,混合型,O
007729.OF,招商普盛全球配置人民币,招商基金,混合型,20200119,1.5,0.25,MSCI全球权益指数(未对冲)收益率*54%+彭博巴克莱全球综合债券指数(未对冲)收益率*36%+一个月期伦敦同业拆借利率*10%,混合型,O
007944.OF,永赢乾元三年定开,永赢基金,混合型,20200119,1.5,0.25,沪深300指数收益率*75%+中国债券综合全价指数收益率*25%,混合型,O
008345.OF,南华瑞泽A,南华基金,债券型,20200119,0.3,0.1,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,债券型,O
007336.OF,汇安嘉盛纯债A,汇安基金,债券型,20200117,0.3,0.1,中债综合指数(全价)收益率,债券型,O
008693.OF,民生加银聚享39个月定开债,民生加银基金,债券型,20200117,0.15,0.05,三年定期存款利率(税后)+1.5%,债券型,O
008894.OF,创金合信鑫利C,创金合信基金,混合型,20200117,0.4,0.1,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,O
008893.OF,创金合信鑫利A,创金合信基金,混合型,20200117,0.4,0.1,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,O
008547.OF,博道安远6个月定开,博道基金,混合型,20200117,0.7,0.15,中债综合全价(总值)指数收益率*75%+沪深300指数收益率*25%,混合型,O
008428.OF,东方红鑫裕两年定开,东证资管,债券型,20200117,0.6,0.1,中债信用债总全价指数收益率*95%+银行活期存款利率*5%,债券型,O
007337.OF,汇安嘉盛纯债C,汇安基金,债券型,20200117,0.3,0.1,中债综合指数(全价)收益率,债券型,O
008263.OF,东方红品质优选两年定开,东证资管,混合型,20200116,0.8,0.2,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,混合型,O
008279.OF,国泰中证煤炭ETF联接A,国泰基金,股票型,20200116,0.5,0.1,中证煤炭指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008671.OF,银华科技创新,银华基金,混合型,20200116,1.5,0.25,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*30%,混合型,O
008280.OF,国泰中证煤炭ETF联接C,国泰基金,股票型,20200116,0.5,0.1,中证煤炭指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008811.OF,鹏华科技创新,鹏华基金,混合型,20200115,1.5,0.25,中国战略新兴产业成份指数收益率*60%+中证综合债指数收益率*30%+中证沪港深互联网指数收益率*10%,混合型,O
008477.OF,安信价值驱动三年,安信基金,混合型,20200115,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*35%+恒生指数收益率*5%,混合型,O
008780.OF,南方宁利一年定开债,南方基金,债券型,20200115,0.3,0.1,中债信用债总指数收益率,债券型,O
008806.OF,鑫元锦利一年定开债,鑫元基金,债券型,20200115,0.3,0.1,中证全债指数收益率,债券型,O
007844.OF,华宝标普油气C人民币,华宝基金,股票型,20200115,1.0,0.28,标普石油天然气上游股票指数(全收益指数),被动指数型,O
008829.OF,博时富洋纯债一年定开债,博时基金,债券型,20200115,0.3,0.1,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,债券型,O
008001.OF,鹏华中证500ETF联接C,鹏华基金,股票型,20200115,0.15,0.05,中证500指数收益率*95%+活期存款利率(税后)*5%,被动指数型,O
008545.OF,泓德丰润三年持有,泓德基金,混合型,20200115,1.5,0.25,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,混合型,O
007932.OF,鹏华中证500ETF联接A,鹏华基金,股票型,20200115,0.15,0.05,中证500指数收益率*95%+活期存款利率(税后)*5%,被动指数型,O
008809.OF,安信民稳增长A,安信基金,混合型,20200114,0.8,0.15,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*10%,混合型,O
008810.OF,安信民稳增长C,安信基金,混合型,20200114,0.8,0.15,中债综合指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*10%,混合型,O
007067.OF,浦银安盛先进制造C,浦银安盛基金,混合型,20200114,1.5,0.25,申银万国制造业指数收益率*70%+中证全债指数收益率*30%,混合型,O
007066.OF,浦银安盛先进制造A,浦银安盛基金,混合型,20200114,1.5,0.25,申银万国制造业指数收益率*70%+中证全债指数收益率*30%,混合型,O
008138.OF,富国龙头优势,富国基金,混合型,20200114,1.5,0.25,沪深300指数收益率*70%+中债综合全价指数收益率*30%,混合型,O
008054.OF,汇添富中债7-10年国开债A,汇添富基金,债券型,20200114,0.15,0.05,中债-7-10年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
008055.OF,汇添富中债7-10年国开债C,汇添富基金,债券型,20200114,0.15,0.05,中债-7-10年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,O
530028.OF,建信短债C,建信基金,债券型,20200113,0.27,0.08,中债综合财富(1年以下)指数收益率,债券型,O
008674.OF,博时稳悦63个月定开债,博时基金,债券型,20200113,0.15,0.05,三年期银行定期存款利率(税后)+1.25%,债券型,O
008521.OF,富国汇优纯债63个月定开,富国基金,债券型,20200113,0.15,0.05,三年期定期存款利率(税后)+1.5%,债券型,O
008507.OF,交银内核驱动,交银施罗德基金,混合型,20200113,1.5,0.25,沪深300指数收益率*70%+中证综合债券指数收益率*30%,混合型,O
007937.OF,华夏饲料豆粕期货ETF联接A,华夏基金,商品型,20200113,0.5,0.1,大连商品交易所豆粕期货价格指数收益率*95%+人民币活期存款利率(税后)*5%,豆粕期货型,O
008022.OF,建信短债F,建信基金,债券型,20200113,0.27,0.08,中债综合财富(1年以下)指数收益率,债券型,O
531028.OF,建信短债A,建信基金,债券型,20200113,0.27,0.08,中债综合财富(1年以下)指数收益率,债券型,O
007938.OF,华夏饲料豆粕期货ETF联接C,华夏基金,商品型,20200113,0.5,0.1,大连商品交易所豆粕期货价格指数收益率*95%+人民币活期存款利率(税后)*5%,豆粕期货型,O
008706.OF,建信富时100指数人民币C,建信基金,股票型,20200110,0.8,0.25,人民币计价的富时100指数收益率*95%(Financial Times Stock Exchange 100 Index)+活期存款利率(税后)*5%,被动指数型,O
008676.OF,华安鑫浦87个月定开债C,华安基金,债券型,20200110,0.15,0.05,中债综合全价指数收益率,债券型,O
007903.OF,长城量化小盘,长城基金,股票型,20200110,1.5,0.25,中证1000指数收益率*90%+活期存款利率*10%,股票型,O
008707.OF,建信富时100指数美元现汇A,建信基金,股票型,20200110,0.8,0.25,人民币计价的富时100指数收益率*95%(Financial Times Stock Exchange 100 Index)+活期存款利率(税后)*5%,被动指数型,O
008708.OF,建信富时100指数美元现汇C,建信基金,股票型,20200110,0.8,0.25,人民币计价的富时100指数收益率*95%(Financial Times Stock Exchange 100 Index)+活期存款利率(税后)*5%,被动指数型,O
539003.OF,建信富时100指数人民币A,建信基金,股票型,20200110,0.8,0.25,人民币计价的富时100指数收益率*95%(Financial Times Stock Exchange 100 Index)+活期存款利率(税后)*5%,被动指数型,O
007592.OF,华夏价值精选,华夏基金,混合型,20200110,1.5,0.25,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,混合型,O
008770.OF,东方红安鑫甄选一年持有,东证资管,混合型,20200110,0.7,0.2,中债综合指数收益率*90%+沪深300指数收益率*8%+恒生指数收益率*2%,混合型,O
008582.OF,兴银聚丰,兴银基金,债券型,20200110,0.3,0.1,中债综合全价(总值)指数收益率,债券型,O
008675.OF,华安鑫浦87个月定开债A,华安基金,债券型,20200110,0.15,0.05,中债综合全价指数收益率,债券型,O
